Authors,Link,Tickers,Time,Title,Strategy
" Jesse Sobelson, CFA",/article/4058518-herbalife-top-level-overview-distributor-trends-earnings-quality,HLF," Mar. 28, 2017, 12:41 PM ",Herbalife - A Top Level Overview Of Distributor Trends And Earnings Quality,Short
 The Mad Hedge Fund Trader,/article/4058314-selling-short-utility-stocks,"D, DUK, NEE"," Mar. 27, 2017, 8:58 PM ",Why You Should Be Selling Short Utility Stocks Here,Short
 George Rho,/article/4058258-clovis-looks-vastly-overpriced,CLVS," Mar. 27, 2017, 4:54 PM ",Clovis Looks Vastly Overpriced,Short
 Dorien Xia,/article/4058240-capital-structure-arbitrage-opportunity-sears,SHLD," Mar. 27, 2017, 3:22 PM ",Capital Structure Arbitrage Opportunity Sears,Short
 The Structure Of Price,/article/4058214-nvidia-greatest-threats-vulnerabilities,NVDA," Mar. 27, 2017, 2:19 PM ",Nvidia: The Greatest Threats And Vulnerabilities,Short
 Orange Peel Investments,/article/4058117-insys-syndros-missteps-even-subsys-arrests,INSY," Mar. 27, 2017, 9:46 AM ",Insys: Syndros Missteps And Even More Subsys Arrests,Short
 Short Only,/article/4058093-short-mcdonalds-revenue-free-fall-margins-expense-quality,MCD," Mar. 27, 2017, 9:01 AM ",Short McDonald's: Revenue In Free Fall - Margins At The Expense Of Quality?,Short
" Mar. 27, 2017, 6:30 AM ",/article/4058051-symantec-loses-googles-trust,Editors' Pick , SYMC,Symantec Loses Google's Trust,Short
" Mar. 25, 2017, 11:26 AM ",/article/4057750-monotype-imaging-short-unrealistic-optimism,Editors' Pick , TYPE,Monotype Imaging: Short On Unrealistic Optimism,Short
 Anton Wahlman,/article/4057808-trumps-auto-industry-meeting-says-californias-tesla-subsidies,"TSLA, F"," Mar. 24, 2017, 3:52 PM ",What Trump's Auto Industry Meeting Says About California's Tesla Subsidies,Short
 Biotechnocrat,/article/4057835-psychemedics-declining-revenue-ahead,PMD," Mar. 24, 2017, 3:52 PM ",Psychemedics: Declining Revenue Ahead,Short
 Trey Henninger,/article/4057819-netflix-overvalued-sell-now,NFLX," Mar. 24, 2017, 3:12 PM ",Netflix Is Overvalued - Sell Now,Short
 Anton Wahlman,/article/4057800-jaguar-ahead-tesla-model-3-terms-testing-200-1,TSLA," Mar. 24, 2017, 2:03 PM ","Jaguar Is Ahead Of Tesla Model 3 In Terms Of Testing, 200 To 1",Short
 Reid Zyniecki,/article/4057794-twitters-user-problem-serious-think,TWTR," Mar. 24, 2017, 12:58 PM ",Twitter's User Problem Is More Serious Than You Think,Short
 Zoltan Ban,/article/4057746-diamondback-set-finally-2014-shale-sell-due-overvalued-stock-price,FANG," Mar. 24, 2017, 11:46 AM ",Diamondback Is Set To Finally Have Its Own 2014 Shale Sell-Off Due To Overvalued Stock Price,Short
 Paulo Santos,/article/4057728-tesla-war-worlds,TSLA," Mar. 24, 2017, 10:22 AM ",Tesla: War Of The Worlds,Short
" Mar. 24, 2017, 6:00 AM ",/article/4057256-short-opportunity-capital-one-financial-corporations-deteriorating-financial-outlook,Editors' Pick , COF,Short Opportunity: Capital One Financial Corporation's Deteriorating Financial Outlook,Short
 ChartMasterPro,/article/4057559-microchip-tech-much-holding-share-price,MCHP," Mar. 23, 2017, 2:56 PM ",Microchip Tech: Not Much Holding Up The Share Price,Short
" Mar. 23, 2017, 12:35 PM ",/article/4057475-deep-forensic-analysis-ptc-provides-evidence-suggesting-misrepresentations-50-60-percent,Editors' Pick , PTC,A Deep Forensic Analysis Of PTC Provides Evidence Suggesting Misrepresentations And 50- 60% Downside,Short
 Elderberry Investments,/article/4057473-death-sears,SHLD," Mar. 23, 2017, 12:16 PM ",The Death Of Sears,Short
 Short Only,/article/4057478-short-chipotle-weak-moat-failure-shophouse,CMG," Mar. 23, 2017, 11:58 AM ",Short Chipotle On Weak Moat And The Failure Of ShopHouse,Short
" Mar. 23, 2017, 11:57 AM ",/article/4057477-pandoras-first-mover-advantage-fades-away,Editors' Pick , P,Pandora's First Mover Advantage Fades Away,Short
 Giovanni DiMauro,/article/4057414-best-warren-buffett-sell-deere-and-co-top,DE," Mar. 23, 2017, 9:59 AM ",Best Warren Buffett: Sell Deere & Co. At The Top,Short
 Henrik Alex,/article/4057373-dragonwave-sell-latest-news,DRWI," Mar. 23, 2017, 6:30 AM ",DragonWave: Sell The Latest News,Short
 Daniel Jones,/article/4057351-r-p-sears,SHLD," Mar. 23, 2017, 4:10 AM ",R.I.P. Sears,Short
 Eric Basmajian,/article/4057333-todays-housing-data-showed-continued-weakening-signs-top-hard-ignore,"XHB, ITB, PKB"," Mar. 23, 2017, 1:22 AM ",Today's Housing Data Showed Continued Weakening - Signs Of A Top Are Hard To Ignore,Short
 Monocle Accounting Research,/article/4057253-healthcare-services-group-decade-strategic-rounding,HCSG," Mar. 22, 2017, 5:48 PM ",Healthcare Services Group: A Decade Of 'Strategic Rounding',Short
 WYCO Researcher,/article/4057155-avons-financial-future-get-ugly-needs-facelift,AVP," Mar. 22, 2017, 2:26 PM ",Avon's Financial Future Could Get Ugly - It Needs A Facelift,Short
 The Frugal Prof,/article/4057126-will-trump-approve-apple-buyback,AAPL," Mar. 22, 2017, 1:12 PM ",Will Trump Approve The Apple Buyback?,Short
7 Comments,/article/4057100-cheap-insurance," Mar. 22, 2017, 11:23 AM ", Ronald Surz,Cheap Insurance,Short
 Quinn Foley,/article/4057064-nutrisystem-overvalued-30-percent,NTRI," Mar. 22, 2017, 9:07 AM ",Nutrisystem Is Overvalued By 30%,Short
 Montana Skeptic,/article/4056936-teslas-10-k-yet-yes,TSLA," Mar. 22, 2017, 7:13 AM ","Tesla's 10-K: Are We There Yet? (Yes, We Are!)",Short
 The Non-Consensus,/article/4056948-looming-technology-crash-auto-parts-party,"ORLY, AZO, AAP"," Mar. 21, 2017, 5:49 PM ",The Looming Technology That Could Crash The Auto Parts Party,Short
 Courage & Conviction Investing,/article/4056878-acushnet-looks-like-amazing-short-18,GOLF," Mar. 21, 2017, 2:30 PM ",Acushnet: Looks Like An Amazing Short At $18,Short
 Damitha Pathmalal,/article/4056848-short-peabody-long-live-peavody,BTU," Mar. 21, 2017, 2:00 PM ",Short Peabody. Long Live Pea'v'ody,Short
 JAMM Investing,/article/4056828-twitter-sell,TWTR," Mar. 21, 2017, 12:56 PM ",Twitter Is A Sell,Short
 Reid Zyniecki,/article/4056810-snaps-first-buy-rating-ludicrous-another-reason-short,SNAP," Mar. 21, 2017, 11:56 AM ","Snap's First 'Buy' Rating Is Ludicrous, Another Reason To Short",Short
 Moneybear Research,/article/4056795-ingredion-keep-powder-dry,INGR," Mar. 21, 2017, 11:43 AM ",Ingredion: Keep Your Powder Dry,Short
 Short Only,/article/4056784-short-vector-group-dividend-looks-unsustainable,VGR," Mar. 21, 2017, 10:24 AM ",Short Vector Group: The Dividend Looks Unsustainable,Short
" Mar. 21, 2017, 9:02 AM ",/article/4056463-servicenow-update-short-position,Editors' Pick , NOW,ServiceNow: An Update On My Short Position,Short
 Montana Skeptic,/article/4056657-tesla-10-k-enigmas-mass-market-mystery-assumed-confusion-restricted-cash-restraints,TSLA," Mar. 21, 2017, 8:00 AM ","Tesla 10-K Enigmas: 'Mass Market' Mystery, 'Assumed' Confusion, Restricted Cash Restraints",Short
" Mar. 21, 2017, 7:38 AM ",/article/4056437-impinj-short-downstream-weakness-retail,Editors' Pick , PI,Impinj Is A Short On Downstream Weakness In Retail,Short
 Alex Cho,/article/4056702-downgrading-intel-sell-stagnant-business-fundamentals,INTC," Mar. 21, 2017, 3:10 AM ",Downgrading Intel To Sell On Stagnant Business Fundamentals,Short
 Short Only,/article/4056658-short-blackberry-stock-still-overvalued,BB," Mar. 20, 2017, 6:30 PM ",Short BlackBerry: The Stock Is Still Overvalued,Short
" Mar. 20, 2017, 4:00 PM ",/article/4056175-vuzix-reality-check,Editors' Pick , VUZI,Vuzix: Reality Check,Short
 Bull & Bear Trading,/article/4056618-overvaluation-concerns-continue-make-snap-risky-gamble,SNAP," Mar. 20, 2017, 3:26 PM ",Overvaluation Concerns Continue To Make Snap A Risky Gamble,Short
 The Frugal Prof,/article/4056592-apple-massive-gamble-airpods,AAPL," Mar. 20, 2017, 2:50 PM ",Apple: The Massive Gamble On AirPods,Short
 John Stapleton,/article/4056509-potential-short-opportunity-recently-bankrupt-stone-energy-corporation,SGY," Mar. 20, 2017, 11:11 AM ",Potential Short Opportunity In Recently Bankrupt Stone Energy Corporation,Short
 Bill Maurer,/article/4056496-dryships-plunges-following-mixed-shelf-filing,DRYS," Mar. 20, 2017, 10:18 AM ",DryShips Plunges Following Mixed Shelf Filing,Short
 Montana Skeptic,/article/4056349-tesla-raises-small-capital-large-questions,TSLA," Mar. 20, 2017, 8:02 AM ",Tesla Raises Small Capital And Large Questions,Short
 Old Analyst,/article/4056436-ackmans-pershing-square-death-spiral-accelerating,PSHZF," Mar. 20, 2017, 7:58 AM ",Ackman's Pershing Square: The Death Spiral Is Accelerating,Short
 Chris Lau,/article/4056379-snap-will-fall,SNAP," Mar. 19, 2017, 10:29 PM ",Why Snap Will Fall Further,Short
 Strubel Investment Management,/article/4056344-intels-deal-mobileye-look-good,"INTC, MBLY"," Mar. 19, 2017, 1:27 PM ",Intel's Deal For Mobileye Doesn't Look Good,Short
 EnerTuition,/article/4056331-tesla-bankruptcy-chances-increased-exponentially-capital-raise,TSLA," Mar. 19, 2017, 10:55 AM ",Tesla Bankruptcy Chances Increased Exponentially With The Capital Raise,Short
" Mar. 17, 2017, 3:35 PM ",/article/4055909-dollarama-touch-10-foot-pole,Editors' Pick , DLMAF,Dollarama: I Would Not Touch It With A 10-Foot Pole,Short
 Stone Fox Capital,/article/4056153-snap-expect-disappearing-stock-price-now,SNAP," Mar. 17, 2017, 1:11 PM ",Snap: Expect A Disappearing Stock Price For Now,Short
 Max Greve,/article/4056111-sign-espn-stabilizing-disneys-stock-must-fall,DIS," Mar. 17, 2017, 11:13 AM ","No Sign ESPN Is Stabilizing, Disney's Stock Must Fall",Short
 Short Only,/article/4056114-short-ford,F," Mar. 17, 2017, 11:03 AM ",Short Ford,Short
 Don Dion,/article/4056103-sell-tabula-rasa-healthcare,TRHC," Mar. 17, 2017, 10:48 AM ",Sell Tabula Rasa HealthCare,Short
" Mar. 17, 2017, 10:01 AM ",/article/4055813-tableau-softwares-poor-fundamentals-justify-valuation,Editors' Pick , DATA,Tableau Software's Poor Fundamentals Don't Justify Its Valuation,Short
" Mar. 17, 2017, 12:40 AM ",/article/4056026-oracle-program-station-different-time,Editors' Pick , ORCL,"Oracle: Same Program, Same Station, Different Time",Short
" Mar. 16, 2017, 8:13 PM ",/article/4055979-volkswagen-launch-30-new-electric-cars-yes-30,Editors' Pick ," VLKAY, VLKAF, VLKPY","Volkswagen To Launch 30 New All-Electric Cars - Yes, 30",Short
 Michael Blair,/article/4055956-take-profits-apple-140-hype-worth-risk,AAPL," Mar. 16, 2017, 5:52 PM ",Take Profits On Apple At $140 - The Hype Is Not Worth The Risk,Short
 Hedgeye,/article/4055942-big-short-call-hanesbrands-become-best-career,HBI," Mar. 16, 2017, 5:07 PM ",My 'Big Short' Call On Hanesbrands Could Become The Best Of My Career,Short
 Roger Lipton,/article/4055826-zoes-kitchen-inc-50-percent-high-valuation-attractive,ZOES," Mar. 16, 2017, 1:29 PM ","Zoe's Kitchen, Inc. - Down Over 50% From Its High, Is Valuation Attractive?",Short
 Paperon de' Paperoni,/article/4055757-sell-guess-get-tricked-silly-dividend-yield,GES," Mar. 16, 2017, 10:26 AM ",Sell Guess?: Don't Get Tricked By Its Silly Dividend Yield,Short
 The Frugal Prof,/article/4055719-apple-better,AAPL," Mar. 16, 2017, 8:56 AM ",Why Isn't Apple Doing Better?,Short
" Mar. 16, 2017, 8:00 AM ",/article/4055445-pcm-inc-smoke-mirrors-smoke-fire,Editors' Pick , PCMI,"PCM, Inc.: Smoke And Mirrors Or Smoke And Fire?",Short
 Research & Investment,/article/4055542-top-3-reasons-sell-valeant-now,VRX," Mar. 15, 2017, 3:19 PM ",Top 3 Reasons To Sell Valeant Now,Short
 Kayode Omotosho,/article/4055473-valuing-blackberry-like-startup,BB," Mar. 15, 2017, 2:43 PM ",Valuing BlackBerry Like A Startup,Short
" Mar. 15, 2017, 11:37 AM ",/article/4055422-achaogen-overvalued-antibiotics-company-85-percent-downside,Editors' Pick , AKAO,Achaogen: An Overvalued Antibiotics Company With 85% Downside,Short
 EnerTuition,/article/4055303-tesla-significant-disclosure-problems-ahead-capital-raise,TSLA," Mar. 15, 2017, 7:17 AM ",Tesla Has Significant Disclosure Problems Ahead Of Capital Raise,Short
 robiniv,/article/4055185-teslas-next-capital-raise-due-moment-now,TSLA," Mar. 14, 2017, 7:56 PM ",Here's Why Tesla's Next Capital Raise Is Due Any Moment Now,Short
 Boris Marjanovic,/article/4055054-plans-rarely-go-planned-tesla-probably-sell-500000-cars-2018,TSLA," Mar. 14, 2017, 2:56 PM ","Plans Rarely Go As Planned: Why Tesla Probably Won't Sell 500,000 Cars In 2018",Short
 Anton Wahlman,/article/4055034-irrational-tesla-model-y-3-percent-stock-pop-recycled-old-news,TSLA," Mar. 14, 2017, 2:38 PM ",The Irrational Tesla Model Y 3% Stock Pop: Recycled Old News,Short
 Kit Research,/article/4055023-noble-corp-remains-short-even-favorable-industry-conditions-arrive-2020,NE," Mar. 14, 2017, 2:25 PM ","Noble Corp. Remains A Short, Even If Favorable Industry Conditions Arrive By 2020",Short
 Gaurav Mathur,/article/4054987-hsbc-short-story,HSBC," Mar. 14, 2017, 2:18 PM ",HSBC: A Short Story,Short
 The Frugal Prof,/article/4054981-td-ameritrade-big-loser-commission-wars,AMTD," Mar. 14, 2017, 2:10 PM ",TD Ameritrade: The Big Loser In The Commission Wars,Short
 Biotechnocrat,/article/4054966-enteromedics-high-risk-short-opportunity,RSLS," Mar. 14, 2017, 12:58 PM ",EnteroMedics: A High Risk Short Opportunity,Short
 KIA Investment Research,/article/4054932-mobileye-acquisition-make-blackberry-acquisition-target,BB," Mar. 14, 2017, 11:44 AM ",Does The Mobileye Acquisition Make BlackBerry An Acquisition Target?,Short
 Paulo Santos,/article/4054719-tesla-confirmation-bias,TSLA," Mar. 13, 2017, 5:49 PM ",Tesla: On Confirmation Bias,Short
 Montana Skeptic,/article/4054638-5-fascinating-features-morgan-stanleys-latest-tesla-note,TSLA," Mar. 13, 2017, 2:45 PM ",5 Fascinating Features Of Morgan Stanley's Latest Tesla Note,Short
 The Structure Of Price,/article/4054607-nvidia-now-stock-swing-traders,NVDA," Mar. 13, 2017, 12:45 PM ",Nvidia: Now A Stock For Swing Traders Only,Short
 Short Only,/article/4054589-electronic-arts-countdown-dip,EA," Mar. 13, 2017, 11:58 AM ",Electronic Arts: Countdown To The Dip,Short
" Mar. 13, 2017, 10:50 AM ",/article/4054564-vera-bradley-remains-short,Editors' Pick , VRA,Vera Bradley Remains A Short,Short
" Mar. 13, 2017, 9:45 AM ",/article/4054475-criminal-investigation-osiris-finally-delisted,Editors' Pick , OSIR,"After Criminal Investigation, Osiris Is Finally Delisted",Short
 Allan Harris,/article/4054504-best-short-board-just-yet,FB," Mar. 13, 2017, 8:38 AM ",The Best Short On The Board: But Just Not Yet,Short
 GreenGator,/article/4054417-air-methods-short-rumors-sale-process-offers-asymmetric-return-profile,AIRM," Mar. 13, 2017, 7:30 AM ",Air Methods Short: Rumors Of A Sale Process Offers An Asymmetric Return Profile,Short
 Orange Peel Investments,/article/4054485-transdigm-strong-sell-notice,TDG," Mar. 13, 2017, 7:25 AM ",TransDigm Is A Strong Sell Until Further Notice,Short
 Douglas Adams,/article/4054431-csxs-current-market-valuation-sustainable,CSX," Mar. 13, 2017, 2:36 AM ",Is CSX's Current Market Valuation Sustainable?,Short
" Mar. 11, 2017, 10:00 AM ",/article/4053924-chegg-overpriced-vulnerable,Editors' Pick , CHGG,Chegg: Overpriced And Vulnerable,Short
 David Zanoni,/article/4054289-snap-trading-opportunities,SNAP," Mar. 10, 2017, 5:22 PM ",Snap Trading Opportunities,Short
 Tales From The Future,/article/4054248-swatch-group-pride-fall-worst-finally-5-strategic-challenges-facing-swiss-watch-giant,SWGAY," Mar. 10, 2017, 4:04 PM ",Swatch Group - Pride Before The Fall. Is The Worst Finally Over? 5 Strategic Challenges Facing The Swiss Watch Giant,Short
 Sean McEniry,/article/4054242-sell-trek-mining-dilution-royalties-jv-limit-upside,EQXGF," Mar. 10, 2017, 3:19 PM ","Sell Trek Mining: Dilution, Royalties And JV Limit Upside",Short
 robiniv,/article/4054173-teslas-cash-needs-2017-grossly-underestimated,TSLA," Mar. 10, 2017, 1:05 PM ",Tesla's Cash Needs For 2017 Are Grossly Underestimated,Short
" Mar. 10, 2017, 7:13 AM ",/article/4053613-texas-pacific-land-trust-way-overvalued,Editors' Pick , TPL,Texas Pacific Land Trust: Way Overvalued,Short
 Gary Bourgeault,/article/4053930-macys-cfo-sees-bigger-challenge-amazon-wrong,M," Mar. 9, 2017, 7:07 PM ",Macy's CFO Sees This As Bigger Challenge Than Amazon - Why She's Wrong,Short
" Mar. 9, 2017, 2:20 PM ",/article/4053796-palo-alto-networks-lofty-expectations-baked-valuation,Editors' Pick , PANW,Palo Alto Networks: Lofty Expectations Baked Into Valuation,Short
 Paulo Santos,/article/4053730-tesla-competition-schedule-model-3,TSLA," Mar. 9, 2017, 12:31 PM ","Tesla Competition Is On Schedule, Model 3 Is Not",Short
 Kwan-Chen Ma,/article/4053696-amd-go,AMD," Mar. 9, 2017, 10:52 AM ",Where Does AMD Go From Here?,Short
 Faloh Investment,/article/4053622-1-candidate-improving-optionality-incoming-economic-setback,DWDP," Mar. 9, 2017, 7:40 AM ",1 Candidate For Improving Optionality During Any Incoming Economic Setback,Short
 ChartMasterPro,/article/4053529-t-mobile-risk-reward-price,TMUS," Mar. 8, 2017, 11:07 PM ","T-Mobile: All Risk, No Reward At This Price",Short
 Bill Maurer,/article/4053516-blackberry-john-chens-last-stand,BB," Mar. 8, 2017, 9:47 PM ",BlackBerry: John Chen's Last Stand?,Short
 Andres Baldrich,/article/4053487-gulfmark-offshore-insolvency-ahead,GLF," Mar. 8, 2017, 7:22 PM ",GulfMark Offshore: Insolvency Ahead?,Short
 Faloh Investment,/article/4053476-ultra-clean-sweep-lined-shorts,UCTT," Mar. 8, 2017, 6:05 PM ",An Ultra Clean Sweep Lined Up For Shorts,Short
" Mar. 8, 2017, 11:00 AM ",/article/4053091-citizens-egregious-stock-scheme,Editors' Pick , CIA,Citizens: An Egregious Stock Scheme,Short
 Austin Lee,/article/4053124-vitamin-shoppe-old,VSI," Mar. 8, 2017, 9:53 AM ",Vitamin Shoppe: Out With The Old,Short
 EnerTuition,/article/4053083-yingli-circling-drain,YGE," Mar. 8, 2017, 7:43 AM ",Yingli Could Be Circling The Drain,Short
 ChartMasterPro,/article/4052943-thermo-fisher-better-fish-ocean,TMO," Mar. 7, 2017, 8:04 PM ",Thermo Fisher: Better Fish In The Ocean,Short
 Bill Maurer,/article/4052729-snap-bubble-burst,SNAP," Mar. 7, 2017, 1:56 PM ",Snap: When The Bubble Burst,Short
 DoctoRx,/article/4052722-perrigo-may-belong-much-closer-20-70,PRGO," Mar. 7, 2017, 1:41 PM ",Perrigo May Belong Much Closer To $20 Than $70,Short
 Short Only,/article/4052719-valeant-controlled-liquidation,VRX," Mar. 7, 2017, 1:37 PM ",Valeant Is A Controlled Liquidation,Short
 WYCO Researcher,/article/4052706-planet-fitness-extremely-leveraged-low-growth-outlook,PLNT," Mar. 7, 2017, 12:46 PM ",Planet Fitness: Extremely Leveraged And Low Growth Outlook,Short
 KIA Investment Research,/article/4052652-really-expect-lot-handset-licensing-deals-blackberry,BB," Mar. 7, 2017, 10:04 AM ",Are We Really To Expect A Lot More Handset Licensing Deals From BlackBerry?,Short
" Mar. 7, 2017, 10:00 AM ",/article/4052154-danaos-corporation-deep-water-bankruptcy-near,Editors' Pick , DAC,Danaos Corporation In Deep Water - Bankruptcy Near?,Short
 Shock Exchange,/article/4052629-valeant-lenders-providing-mullet-money,VRX," Mar. 7, 2017, 9:33 AM ",Valeant: Are Lenders Providing 'Mullet Money'?,Short
 Victor Dergunov,/article/4052504-herbalife-company-sustainable-business-model-will-recent-developments-prove-otherwise,HLF," Mar. 6, 2017, 9:15 PM ",Is Herbalife A Company With A Sustainable Business Model Or Will Recent Developments Prove Otherwise?,Short
 Bill Maurer,/article/4052450-tesla-energy-storage-massively-red,TSLA," Mar. 6, 2017, 3:38 PM ",Tesla Energy Storage Massively In Red,Short
 Alberto Zaragoza Comendador,/article/4052370-teslas-service-operation-grossing-1000-per-car-per-year-still-losing-money,TSLA," Mar. 6, 2017, 1:32 PM ","Tesla's Service Operation: Grossing Over $1,000 Per Car Per Year, But Still Losing Money",Short
 Short Only,/article/4052342-short-j-c-penney,JCP," Mar. 6, 2017, 12:42 PM ",Short J.C. Penney,Short
 Montana Skeptic,/article/4052333-tesla-gigafactory-promises-reach-expiration-date,TSLA," Mar. 6, 2017, 11:47 AM ",More Tesla Gigafactory Promises Reach Their Expiration Date,Short
 Colorado Wealth Management Fund,/article/4052327-short-target-western-asset-mortgage-capital-going-earnings,WMC," Mar. 6, 2017, 11:13 AM ",Short Target: Western Asset Mortgage Capital Going Into Earnings,Short
 Josh Young,/article/4052281-70-dallas-la-quinta-meltdown,LQ," Mar. 6, 2017, 8:52 AM ",$70 In Dallas - La Quinta Meltdown,Short
 Investor Wand,/article/4052257-slow-death-hewlett-packard-enterprise,HPE," Mar. 6, 2017, 8:08 AM ",The Slow Death Of Hewlett Packard Enterprise,Short
 Peter Arendas,/article/4052249-freeport-mcmoran-vs-indonesia-grasberg-dispute-loss-loss-situation,FCX," Mar. 6, 2017, 7:49 AM ",Freeport-McMoRan Vs. Indonesia: The Grasberg Dispute Is A Loss-Loss Situation,Short
 Jonathan Selsick,/article/4052231-ulta-impressive-growth-story-fair-value-40-percent,ULTA," Mar. 6, 2017, 5:12 AM ","Ulta - An Impressive Growth Story, But Fair Value Is 40% Down From Here",Short
 Alberto Zaragoza Comendador,/article/4052156-tesla-shareholders-supercharging-supercharging,TSLA," Mar. 5, 2017, 3:22 PM ",Tesla To Shareholders: Supercharging? What's Supercharging?,Short
 Bert Hochfeld,/article/4052081-palo-alto-many-people-wrong-much,PANW," Mar. 4, 2017, 4:21 PM ",Palo Alto - How Could So Many People Be So Wrong About So Much?,Short
" Mar. 4, 2017, 12:14 AM ",/article/4052051-sunopta-plagued-overvalued-stock-costly-acquisitions,Editors' Pick , STKL,SunOpta Plagued By Overvalued Stock And Costly Acquisitions,Short
 Bill Maurer,/article/4052031-dryships-latest-massive-dilution-round,DRYS," Mar. 3, 2017, 5:31 PM ",DryShips: The Latest Massive Dilution Round,Short
 Hedgeye,/article/4051971-short-bill-coming-due-shares-debt-collector,PRAA," Mar. 3, 2017, 3:21 PM ",Short It: The Bill Is Coming Due For Shares Of This Debt Collector,Short
 EnerTuition,/article/4051882-tesla-may-face-negative-growth-2017-insurance-troubles-mount-china-ev-sales-suffer,TSLA," Mar. 3, 2017, 11:54 AM ",Tesla May Face Negative Growth In 2017 As Insurance Troubles Mount And China EV Sales Suffer,Short
 Paperon de' Paperoni,/article/4051837-wingstop-chicken-fly,WING," Mar. 3, 2017, 10:19 AM ",Wingstop: This Chicken Can't Fly,Short
 Henrik Alex,/article/4051814-nutanixs-growth-engine-already-sputters-get-short-shares,NTNX," Mar. 3, 2017, 8:27 AM ",Nutanix's Growth Engine Already Sputters - Get Short The Shares,Short
 Bill Maurer,/article/4051648-tesla-examining-solarcity-problems,TSLA," Mar. 2, 2017, 4:55 PM ",Tesla: Examining More SolarCity Problems,Short
 Jonathan Selsick,/article/4051586-wayfair-see-80-percent-downside,W," Mar. 2, 2017, 3:01 PM ",Wayfair - We See 80% Downside From Here,Short
 DoctoRx,/article/4051533-valeant-probably-worthless-risky-attractive-now,VRX," Mar. 2, 2017, 1:14 PM ","Valeant: Probably Worthless, Or Risky But Attractive Now?",Short
 George Kesarios,/article/4051514-charting-nvidias-downtrend,NVDA," Mar. 2, 2017, 12:53 PM ",Charting Nvidia's Downtrend,Short
 Bill Maurer,/article/4051521-snap-set-ipo-trap,SNAP," Mar. 2, 2017, 12:38 PM ",Snap Set-Up For IPO Trap,Short
 Rota Fortunae Investments,/article/4051490-tesla-power-generation-mix,TSLA," Mar. 2, 2017, 12:19 PM ",Tesla: It's All About The Power Generation Mix,Short
 Paulo Santos,/article/4051469-model-3-delay-according-tesla,TSLA," Mar. 2, 2017, 10:54 AM ",The Model 3 Delay According To Tesla,Short
 Jeffrey Himelson,/article/4051429-gamestop-likely-follow-gncs-path,GME," Mar. 2, 2017, 9:40 AM ",Gamestop: Likely To Follow GNC's Path,Short
" Mar. 2, 2017, 8:46 AM ",/article/4051422-bp-prudhoe-bays-10-k-suggests-2_98-total-future-cash-flows-real-value-now,Editors' Pick , BPT,BP Prudhoe Bay's 10-K Suggests $2.98 In Total Future Cash Flows - What Is The Real Value Now?,Short
 Robert Riesen,/article/4051291-knife-stopped-falling-sell-gopro-now,GPRO," Mar. 2, 2017, 1:39 AM ",The Knife Hasn't Stopped Falling - Sell GoPro Now,Short
 Tim Maturo,/article/4051198-short-netflix-unoriginal-story,NFLX," Mar. 1, 2017, 5:50 PM ",Short Netflix: An Unoriginal Story,Short
" Mar. 1, 2017, 10:57 AM ",/article/4050452-pacific-mercantile-bancorp-still-lot-work,Editors' Pick , PMBC,Pacific Mercantile Bancorp Still Has A Lot Of Work To Do,Short
" Mar. 1, 2017, 10:57 AM ",/article/4050451-hsn-inc-2016-looks-like-beginning-long-decline,Editors' Pick , QRTEA,"HSN, Inc.: 2016 Looks Like The Beginning Of A Long Decline",Short
 KIA Investment Research,/article/4050778-will-governments-military-embrace-blackberrys-new-smartphone-keyone,BB," Feb. 28, 2017, 10:26 PM ",Will Governments And The Military Embrace BlackBerry's New Smartphone - The KEYone?,Short
" Feb. 28, 2017, 3:52 PM ",/article/4050148-trupanion-priced-perfection,Editors' Pick , TRUP,Trupanion - Priced For Perfection,Short
" Feb. 28, 2017, 2:21 PM ",/article/4050113-ultra-clean-holdings-bullish-case-depleted-shorting-might-option,Editors' Pick , UCTT,"Ultra Clean Holdings: Bullish Case Is Depleted, Shorting Might Be An Option",Short
 Michael Frazis,/article/4050536-aussie-hedge-fund-goes-zillow-short,Z," Feb. 28, 2017, 1:22 PM ",Aussie Hedge Fund Goes All In On Zillow; We Are Short,Short
 The Structure Of Price,/article/4050510-nvidia-biggest-one-day-fall-history,NVDA," Feb. 28, 2017, 12:29 PM ",Nvidia: The Biggest One-Day Fall In History,Short
 Brad Kenagy,/article/4050492-tesla-capital-raise-estimate-2017-edition,TSLA," Feb. 28, 2017, 11:57 AM ",Tesla Capital Raise Estimate: 2017 Edition,Short
 Paperon de' Paperoni,/article/4050470-kona-grill-continues-disappoint,KONA," Feb. 28, 2017, 11:17 AM ",Kona Grill Continues To Disappoint,Short
 David Butler,/article/4050461-tesla-expenses-competition-wild-stock-price,TSLA," Feb. 28, 2017, 11:09 AM ","Tesla: Expenses, Competition And A Wild Stock Price",Short
 Bill Maurer,/article/4050440-tesla-model-3-facing-margin-pressure,TSLA," Feb. 28, 2017, 10:37 AM ",Tesla: Model 3 Facing Margin Pressure?,Short
 EnerTuition,/article/4050435-red-flags-galore-tesla-q4-earnings,TSLA," Feb. 28, 2017, 10:23 AM ",Red Flags Galore In Tesla Q4 Earnings,Short
 Henrik Alex,/article/4050419-seadrill-suffers-severe-setback-restructuring-discussions-chapter-11-straight-ahead,SDRL," Feb. 28, 2017, 9:32 AM ",Seadrill Suffers Severe Setback In Restructuring Discussions - Chapter 11 Straight Ahead,Short
