,Authors,Link,Tickers,Time,Title,Strategy,Week,Month
12996, L&F Capital Management,/article/4043958-disney-resuming-long-term-bullish-stance-behind-espn-marvel,DIS,2017-02-08 15:59:00,"Disney: Resuming A Long-Term Bullish Stance Behind ESPN, Marvel",Long,6.0,2.0
12997, Vlatko Svorcina,/article/4043938-fibria-opportunity-brazil,FBR,2017-02-08 15:30:00,Fibria: Opportunity In Brazil,Long,6.0,2.0
12998, Greg Wajda,/article/4043953-carnival-cyclical-top-room-run,CCL,2017-02-08 15:23:00,Carnival: Cyclical Top Or More Room To Run?,Long,6.0,2.0
12999, Taylor Dart,/article/4043945-guyana-goldfields-slated-50-percent-production-growth-2018,GUYFF,2017-02-08 15:22:00,Guyana Goldfields: Slated For 50% Production Growth In 2018,Long,6.0,2.0
13001, Quad 7 Capital,/article/4043939-gm-uncalled,GM,2017-02-08 14:42:00,GM: That's Uncalled For,Long,6.0,2.0
13002, Stone Fox Capital,/article/4043937-twilio-getting-interesting,TWLO,2017-02-08 14:34:00,Twilio: Getting Interesting,Long,6.0,2.0
13004, Iron Value,/article/4043924-gilead-low-low,GILD,2017-02-08 14:16:00,Gilead: How Low Is Low?,Long,6.0,2.0
13005, Activist Stocks,/article/4043920-johnson-and-johnson-betting-growth,JNJ,2017-02-08 14:14:00,Johnson & Johnson: Betting On Growth,Long,6.0,2.0
13006, Gaurao Bhade,/article/4043915-top-reasons-buy-abbvie-2017-part-3,ABBV,2017-02-08 14:01:00,Top Reasons To Buy AbbVie In 2017: Part 3,Long,6.0,2.0
13007, Alex Cho,/article/4043908-apple-channel-inventory-analysis-suggests-upside-unit-shipments,AAPL,2017-02-08 13:59:00,Apple: Channel Inventory Analysis Suggests Upside For Unit Shipments,Long,6.0,2.0
13008, Daniel Jones,/article/4043896-legacy-reserves-balance-changed,LGCY,2017-02-08 13:56:00,Legacy Reserves: The Balance Has Changed,Long,6.0,2.0
13009, Gaurao Bhade,/article/4043910-top-reasons-buy-abbvie-2017-part-2,ABBV,2017-02-08 13:54:00,Top Reasons To Buy AbbVie In 2017: Part 2,Long,6.0,2.0
13010, Maudes Capital,/article/4043890-del-friscos-restaurant-group-sale,DFRG,2017-02-08 13:20:00,Is Del Frisco's Restaurant Group For Sale?,Long,6.0,2.0
13011, Quad 7 Capital,/article/4043884-hasbro-win,HAS,2017-02-08 13:12:00,Hasbro For The Win,Long,6.0,2.0
13012, Kayode Omotosho,/article/4043881-facebook-arpu-growth-one-talking,FB,2017-02-08 13:10:00,Facebook: The ARPU Growth No One Is Talking About,Long,6.0,2.0
13014, Giovanni DiMauro,/article/4043844-warren-buffett-loves-apple-can-stock-hit-150,AAPL,2017-02-08 12:21:00,"Warren Buffett Loves Apple, Can The Stock Hit $150?",Long,6.0,2.0
13015, Nick Cox,/article/4043840-gw-pharma-results-set-exciting-2017,GWPH,2017-02-08 12:07:00,GW Pharma Results Set Up Exciting 2017,Long,6.0,2.0
13016, Quad 7 Capital,/article/4043854-sec-investigates-tyson-matters,TSN,2017-02-08 12:02:00,"The SEC Investigates Tyson, But Here Is What Matters",Long,6.0,2.0
13017, Mark Hibben,/article/4043842-nvidia-expect-great-things,NVDA,2017-02-08 11:44:00,Nvidia: Expect Great Things,Long,6.0,2.0
13019," Andres Cardenal, CFA",/article/4043837-mercadolibre-unique-growth-opportunity,MELI,2017-02-08 11:18:00,MercadoLibre: A Unique Growth Opportunity,Long,6.0,2.0
13020, Tiger Capital Management,/article/4043834-palo-alto-networks-emerging-leader-cyber-security,PANW,2017-02-08 11:05:00,Palo Alto Networks: An Emerging Leader In Cyber Security,Long,6.0,2.0
13021, D.M. Martins Research,/article/4043824-facebook-fear-adulthood,FB,2017-02-08 11:02:00,Facebook: Don't Fear Adulthood,Long,6.0,2.0
13022, Mike Arnold,/article/4043831-radcom-continues-add-key-talent-engineering-sales-organizations,RDCM,2017-02-08 10:55:00,Radcom Continues To Add Key Talent In Engineering And Sales Organizations,Long,6.0,2.0
13023, Alex Cho,/article/4043828-defining-amds-next-major-catalysts,AMD,2017-02-08 10:49:00,Defining AMD's Next Major Catalysts,Long,6.0,2.0
13024, Courage & Conviction Investing,/article/4043807-fannie-mae-looks-like-eating-crow-steve-mnuchin-appears-likely-confirmed,FNMA,2017-02-08 10:43:00,Fannie Mae: Looks Like I Am Eating Crow As Steve Mnuchin Appears Likely To Be Confirmed,Long,6.0,2.0
13026, Bob Sharma,/article/4043822-adding-intercept-pharmaceuticals-next-investment,ICPT,2017-02-08 10:32:00,Adding Intercept Pharmaceuticals As The Next Investment,Long,6.0,2.0
13029, Hellen Ng'endo Gachuhi,/article/4043772-tractor-supply-shows-strong-start-2017,TSCO,2017-02-08 09:12:00,Tractor Supply Shows Strong Start Of 2017,Long,6.0,2.0
13030, Orange Peel Investments,/article/4043770-macys-potential-takeover-play,M,2017-02-08 09:08:00,Macy's: Potential Takeover Play,Long,6.0,2.0
13031, Duane Bair,/article/4043755-2017-will-finally-fords-year,F,2017-02-08 08:41:00,2017 Will Finally Be Ford's Year,Long,6.0,2.0
13032, Donovan Jones,/article/4043728-avery-dennison-acquire-yongle-tape-245-million,AVY,2017-02-08 08:01:00,Avery Dennison To Acquire Yongle Tape For Up To $245 Million,Long,6.0,2.0
13033, Bret Jensen,/article/4043744-cara-therapeutics-still-potential-upside-near-term-caution-warranted,CARA,2017-02-08 07:56:00,Cara Therapeutics; Still Potential Upside But Some Near-Term Caution Warranted,Long,6.0,2.0
13034, Discount Fountain,/article/4043719-despite-skeptics-continue-faith-company,JNJ,2017-02-08 07:07:00,"Despite The Skeptics, I Continue To Have Faith In This Company",Long,6.0,2.0
13035, Nikhil Gupta,/article/4043683-chesapeake-energy-continues-slide,CHK,2017-02-08 03:59:00,Chesapeake Energy Continues To Slide; What To Do?,Long,6.0,2.0
13036, Greg Wajda,/article/4043684-dollar-general-safest-investment-retail,DG,2017-02-08 03:33:00,Dollar General: The Safest Investment In Retail?,Long,6.0,2.0
13037, Charles Fournier,/article/4043675-church-and-dwight-overlook-company,CHD,2017-02-08 02:59:00,Church & Dwight: Don't Overlook This Company,Long,6.0,2.0
13038, ChartMasterPro,/article/4043663-ameriprise-financial-upside-ahead,AMP,2017-02-08 02:10:00,Ameriprise Financial: More Upside Ahead,Long,6.0,2.0
13039, Vlae Kershner,/article/4043655-buck-stops-philip-morris-currency-outlook-improves,PM,2017-02-08 00:50:00,The Buck Stops Here: Philip Morris Currency Outlook Improves,Long,6.0,2.0
13040, Nikhil Gupta,/article/4043649-will-apple-watch-success,AAPL,2017-02-07 23:41:00,Will Apple Watch Be A Success?,Long,6.0,2.0
13041, Howard Jay Klein,/article/4043620-wynn-97-eyes-stars-feet-ground,WYNN,2017-02-07 21:42:00,"Wynn At $97: Eyes On The Stars, Feet On The Ground",Long,6.0,2.0
13042, Moneybear Research,/article/4043593-church-and-dwight-continue-hammering-returns,CHD,2017-02-07 20:44:00,Church & Dwight Should Continue Hammering Out Returns,Long,6.0,2.0
13044, Discount Fountain,/article/4043580-electronic-arts-still-set-go-higher,EA,2017-02-07 18:53:00,Electronic Arts: Still Set To Go Higher,Long,6.0,2.0
13045, Greg Wajda,/article/4043571-lock-future-returns-allegions-security-safety-solutions,ALLE,2017-02-07 18:04:00,Lock In Your Future Returns With Allegion's Security And Safety Solutions,Long,6.0,2.0
13046, Jonathan Faison,/article/4043546-microcap-scynexis-antifungal-treatments-outsized-potential,SCYX,2017-02-07 17:42:00,Microcap Scynexis' Antifungal Treatments Have Outsized Potential,Long,6.0,2.0
13047, Gary Bourgeault,/article/4043564-underestimate-shells-shale-portfolio-will-key-part-growth,RDSA,2017-02-07 17:36:00,Don't Underestimate Shell's Shale Portfolio - It Will Be A Key Part Of Its Growth,Long,6.0,2.0
13048, Timothy Gornall,/article/4043528-cvs-far-far-enough,CVS,2017-02-07 16:47:00,CVS: How Far Is Far Enough?,Long,6.0,2.0
13050, Greg Wajda,/article/4043522-alliant-energy-utility-looking,ALLE,2017-02-07 15:59:00,Alliant Energy: Is This The Utility You Are Looking For?,Long,6.0,2.0
13051, Bert Hancock,/article/4043503-pilgrims-pride-recent-declines-present-opportunity,PPC,2017-02-07 15:56:00,Pilgrim's Pride: Recent Declines Present Opportunity,Long,6.0,2.0
13052, Gold Panda,/article/4043489-pan-african-resources-long-life-mine-valued-35-per-ounce-gold-reserves,PAFRF,2017-02-07 15:10:00,"Pan African Resources - Long Life Of Mine, Valued At Below $35 Per Ounce Of Gold Reserves",Long,6.0,2.0
13054, Kenra Investors,/article/4043457-michael-kors-earnings-fears-overblown,KORS,2017-02-07 14:52:00,Michael Kors: Earnings Fears Overblown,Long,6.0,2.0
13055, Christiaan Casper,/article/4043432-kb-home-investment-paradise-concrete-jungle,KBH,2017-02-07 13:49:00,KB Home: Investment Paradise Or Concrete Jungle?,Long,6.0,2.0
13056, Michael Wiggins De Oliveira,/article/4043420-potash-corp-heavily-exposed-potash-upturn-expected-materialize-2017,NTR,2017-02-07 13:23:00,Potash Corp. Is Heavily Exposed To The Potash Upturn Expected To Materialize In 2017,Long,6.0,2.0
13057, Gary Bourgeault,/article/4043431-amazon-physical-stores-improve-earnings-significantly,AMZN,2017-02-07 13:18:00,Amazon Physical Stores Could Improve Earnings Significantly,Long,6.0,2.0
13058, Louis Koen,/article/4043425-australian-toll-operator-4_7-percent-yield,TRAUF,2017-02-07 13:03:00,An Australian Toll Operator With A 4.7% Yield,Long,6.0,2.0
13060, Jeffrey Himelson,/article/4043409-gopro-story-behind-numbers,GPRO,2017-02-07 12:51:00,GoPro: The Story Behind The Numbers,Long,6.0,2.0
13061, Hedged Equity,/article/4043417-habit-top-pick-restaurants,HABT,2017-02-07 12:47:00,The Habit: Our Top Pick In Restaurants,Long,6.0,2.0
13062, Josh Arnold,/article/4043404-coachs-momentum-undeniable,TPR,2017-02-07 12:38:00,Coach's Momentum Is Undeniable,Long,6.0,2.0
13064, Taylor Dart,/article/4043375-primero-time-nibble,PPP,2017-02-07 11:57:00,Primero: Time To Nibble?,Long,6.0,2.0
13066, Courage & Conviction Investing,/article/4043367-gnc-innovative-value-creation,GNC,2017-02-07 11:35:00,GNC: Innovative Value Creation,Long,6.0,2.0
13067, Callum Turcan,/article/4043365-chesapeakes-next-billion-dollar-deal-come,CHK,2017-02-07 11:31:00,Where Chesapeake's Next Billion-Dollar Deal Could Come From,Long,6.0,2.0
13068, Nick Cox,/article/4043364-sony-reaping-benefits-synergies,SNE,2017-02-07 11:30:00,Sony Reaping Benefits Of Synergies,Long,6.0,2.0
13070, Cody Lambert,/article/4043357-cashing-coming-steel-boom,WOR,2017-02-07 11:21:00,Cashing In On The Coming Steel Boom,Long,6.0,2.0
13071, Mark Hibben,/article/4043371-tesla-mercedes-benz-nvidia-still-leading-self-driving-cars,TSLA,2017-02-07 11:12:00,"Tesla, Mercedes-Benz, And Nvidia: Still Leading In Self-Driving Cars",Long,6.0,2.0
13072, Daniel Jones,/article/4043366-win-williams-companies-win-cabot,COG,2017-02-07 11:05:00,A Win For Williams Companies Is A Win For Cabot,Long,6.0,2.0
13074, Brandon Dempster,/article/4043334-national-oilwell-varco-bill-ackman,NOV,2017-02-07 10:42:00,National Oilwell Varco And Bill Ackman,Long,6.0,2.0
13075, Celeritas Investments,/article/4043347-murphy-oil-safe-oil-pick-significant-upside,MUR,2017-02-07 10:33:00,Murphy Oil: A Safe Oil Pick With Significant Upside,Long,6.0,2.0
13077, Superinvestor Bulletin,/article/4043345-patriot-one-technologies-working-relationship-former-secretary-homeland-security-key,PTOTF,2017-02-07 10:30:00,Patriot One Technologies - Working Relationship With Former Secretary Of Homeland Security Could Be Key,Long,6.0,2.0
13078, Joseph Harry,/article/4043315-taking-spin-whirlpool,WHR,2017-02-07 10:27:00,Taking A Spin With Whirlpool,Long,6.0,2.0
13079, Houman Tamaddon,/article/4043297-nam-tai-like-buying-1970s-silicon-valley,NTP,2017-02-07 10:09:00,Nam Tai: Like Buying Into 1970s' Silicon Valley,Long,6.0,2.0
13080, Wubbe Bos,/article/4043276-differences-usa-european-diy-market,HD,2017-02-07 09:22:00,The Differences Between The USA And European DIY Market,Long,6.0,2.0
13081, Value On The Street,/article/4043274-bad-will-q1-iec-electronics,IEC,2017-02-07 08:49:00,How Bad Will Q1 Be For IEC Electronics?,Long,6.0,2.0
13082, Fun Trading,/article/4043270-ensco-bags-new-89-day-contract-ensco-87-starting-february-28,ESV,2017-02-07 08:44:00,Ensco Bags A New 89-Day Contract For Its Ensco 87 Starting February 28,Long,6.0,2.0
13083, Orthodox Investor,/article/4043235-rite-aid-shareholders-getting-less-deal,RAD,2017-02-07 08:28:00,Why Rite Aid Shareholders Are Getting Less From The Deal,Long,6.0,2.0
13084, Individual Trader,/article/4043233-target-bounce-back-soon,TGT,2017-02-07 08:25:00,Target Should Bounce Back Soon,Long,6.0,2.0
13085, Austin Craig,/article/4043131-end-amd,AMD,2017-02-07 08:23:00,The End Of AMD (Again),Long,6.0,2.0
13086, Healthy Wealth Coach,/article/4043253-bank-america-jpmorgan-trend-friend,JPM,2017-02-07 08:21:00,Bank Of America And JPMorgan: The Trend Is Your Friend,Long,6.0,2.0
13087, Activist Stocks,/article/4043220-arconic-auto-air-shaping-2017,ARNC,2017-02-07 07:49:00,Arconic: Auto And Air Shaping Up For 2017,Long,6.0,2.0
13088, Kenra Investors,/article/4043229-ralph-lauren-6-year-lows-remains-compelling-buy,RL,2017-02-07 07:38:00,Ralph Lauren At 6-Year Lows Remains A Compelling Buy,Long,6.0,2.0
13089, Graham Grieder,/article/4043224-morgan-stanley-charged-ready-run,MS,2017-02-07 07:28:00,Morgan Stanley: Charged Up And Ready To Run,Long,6.0,2.0
13090, Fabio Herrero,/article/4043208-victoria-gold-poised-build-biggest-gold-mine-ever-built-yukon,VITFF,2017-02-07 06:55:00,Victoria Gold Is Poised To Build The Biggest Gold Mine Ever Built In Yukon,Long,6.0,2.0
13091, Prasanna Rajagopal,/article/4043184-autoliv-dominant-company-automotive-safety,ALV,2017-02-07 04:37:00,Autoliv: Dominant Company In Automotive Safety,Long,6.0,2.0
13092, MontrealValue,/article/4043179-stella-jones-sell-overdone,STLJF,2017-02-07 03:53:00,Stella Jones: The Sell-Off Is Overdone,Long,6.0,2.0
13093, Daniel Jones,/article/4043181-expecting-trinity-industries-month,TRN,2017-02-07 03:47:00,What I'm Expecting Of Trinity Industries This Month,Long,6.0,2.0
13095, Kwan-Chen Ma,/article/4043174-sell-disney-espn,DIS,2017-02-07 02:44:00,Don't Sell Disney Because Of ESPN,Long,6.0,2.0
13096, Gary Bourgeault,/article/4043141-facebook-headed-marketers-users-like,FB,2017-02-06 21:46:00,Where Facebook Is Headed And Why Marketers And Users Like It,Long,6.0,2.0
13097, Kayode Omotosho,/article/4043127-fortinet-finds-footing-new-firewalls,FTNT,2017-02-06 19:41:00,Fortinet Finds Its Footing With New Firewalls,Long,6.0,2.0
13098, Michael Fitzsimmons,/article/4043111-phillips-66-partners-full-steam-ahead,PSXP,2017-02-06 18:47:00,Phillips 66 Partners: Full-Steam Ahead,Long,6.0,2.0
13100, Jonathan Faison,/article/4043063-intra-cellular-therapies-time-give-biotech,ITCI,2017-02-06 16:31:00,Intra-Cellular Therapies: It's Not Time To Give Up On This Biotech,Long,6.0,2.0
13101, Courage & Conviction Investing,/article/4043066-26-antero-resources-best-natural-gas-idea-2017,AR,2017-02-06 16:04:00,"At $26, Antero Resources Is My Best Natural Gas Idea For 2017",Long,6.0,2.0
13104, Keith Williams,/article/4043050-merck-takes-bionomics-alzheimers-lead-phase-1-trials-10m-milestone-payment,BNOEF,2017-02-06 15:52:00,Merck Takes Bionomics Alzheimer's Lead Into Phase 1 Trials With $10M Milestone Payment,Long,6.0,2.0
13105, Jay Somaney,/article/4043037-reasons-apple-hot-manufacture-india,AAPL,2017-02-06 15:01:00,Reasons Why Apple Is Hot To Manufacture In India,Long,6.0,2.0
13106, David Zanoni,/article/4043047-opko-health-undervalued-biotech-future-catalysts,OPK,2017-02-06 14:53:00,OPKO Health: Undervalued Biotech With Future Catalysts,Long,6.0,2.0
13107, The Insiders Forum,/article/4043043-medicines-company-new-entrant-cholesterol-drug-wars,MDCO,2017-02-06 14:48:00,The Medicines Company: New Entrant In Cholesterol Drug Wars?,Long,6.0,2.0
13108, Healthy Wealth Coach,/article/4043027-holy-non-combustible-smokes,PM,2017-02-06 14:32:00,Holy (Non-Combustible) Smokes,Long,6.0,2.0
13109, The Value Investor,/article/4043036-rwe-looking-appealing-thanks-innogy,RWEOY,2017-02-06 14:29:00,"RWE: Looking Appealing, Thanks To Innogy",Long,6.0,2.0
13110, Hellen Ng'endo Gachuhi,/article/4043025-ahead-release-odds-favor-angies-list,ANGI,2017-02-06 14:27:00,"Ahead Of Release, The Odds Are In Favor Of Angie's List",Long,6.0,2.0
13112, Mycroft Friedrich,/article/4043024-apple-knocked-worlds-valuable-brand-next,AAPL,2017-02-06 13:54:00,Apple Knocked Off As The World's Most Valuable Brand: What's Next?,Long,6.0,2.0
13113, Faloh Investment,/article/4043010-dsw-priced-middling-success-yet-exhibiting-growth,DSW,2017-02-06 13:15:00,"DSW - Priced For Only Middling Success, Yet Exhibiting Growth",Long,6.0,2.0
13114, Gaurao Bhade,/article/4042999-top-reasons-buy-abbvie-2017-part-1,ABBV,2017-02-06 13:14:00,Top Reasons To Buy AbbVie In 2017 - Part 1,Long,6.0,2.0
13115, Bill Maurer,/article/4043008-amd-things-get-interesting,AMD,2017-02-06 13:02:00,AMD: Things Are About To Get Interesting,Long,6.0,2.0
13117, SomaBull,/article/4042998-detour-gold-good-news-rewarded-bad-news-ignored,DRGDF,2017-02-06 12:50:00,"Detour Gold: Good News Was Rewarded, Bad News Was Ignored",Long,6.0,2.0
13118, Fred McClimans,/article/4042978-3d-systems-time-profits-long-term-virtual-reality,DDD,2017-02-06 12:24:00,"3D Systems: Time For Profits, And A Long-Term (Virtual) Reality",Long,6.0,2.0
13119, Jonathan Faison,/article/4042963-portola-pharmaceuticals-runup-play-long-term-upside,PTLA,2017-02-06 11:57:00,Portola Pharmaceuticals: A Runup Play With Long-Term Upside,Long,6.0,2.0
13121, Renaissance Research,/article/4042973-metlife-disappointment,MET,2017-02-06 11:46:00,MetLife: That Was A Disappointment,Long,6.0,2.0
13122, The Structure Of Price,/article/4042969-7-ways-fireeye-can-make-money-year,FEYE,2017-02-06 11:34:00,7 Ways FireEye Can Make You Money This Year,Long,6.0,2.0
13123, Detroit Bear,/article/4042960-china-drives-collectors-universe,CLCT,2017-02-06 11:22:00,China Drives Collectors Universe,Long,6.0,2.0
13124, Joseph Poma,/article/4042941-piper-jaffray-wrong-new-residential-investment-corp,NRZ,2017-02-06 11:00:00,Piper Jaffray Is Wrong On New Residential Investment Corp.,Long,6.0,2.0
13125, Marc Radow,/article/4042937-natural-gas-equity-ready-move,SWN,2017-02-06 10:48:00,Natural Gas Equity Ready To Move,Long,6.0,2.0
13126, Long Player,/article/4042926-advantages-richard-kinder-helm-kinder-morgan,KMI,2017-02-06 09:48:00,The Advantages Of Richard Kinder At The Helm Of Kinder Morgan,Long,6.0,2.0
13127, Bill Maurer,/article/4042924-amazons-margin-situation-5-charts,AMZN,2017-02-06 09:45:00,Amazon's Margin Situation In 5 Charts,Long,6.0,2.0
13128, Long Player,/article/4042914-stock-sale-bullish-sanchez-energy,SN,2017-02-06 09:44:00,The Stock Sale Is Very Bullish For Sanchez Energy,Long,6.0,2.0
13129, DoctoRx,/article/4042907-one-drug-power-amgen-finally-break-time-highs-next-year,AMGN,2017-02-06 09:37:00,Why One Drug Could Power Amgen To Finally Break To All-Time Highs By Next Year,Long,6.0,2.0
13130, Keith Glanz,/article/4042900-kites-short-interest-reaches-troubling-levels,KITE,2017-02-06 09:23:00,Kite's Short Interest Reaches Troubling Levels,Long,6.0,2.0
13131, Discount Fountain,/article/4042917-banking-stock-blowing-others-away,BAC,2017-02-06 09:22:00,Why This Banking Stock Is Blowing The Others Away,Long,6.0,2.0
13132, The Value Investor,/article/4042893-varex-imagine-better-days-ahead-spin,VREX,2017-02-06 09:14:00,Varex - I Imagine Better Days Ahead For This Spin-Off,Long,6.0,2.0
13133, FIG Ideas,/article/4042913-chubb-built-outperform,CB,2017-02-06 09:13:00,Chubb: 'Built To Outperform',Long,6.0,2.0
13134, WG Investment Research,/article/4042890-xinyuan-real-estate-forget-hidden-gem,XIN,2017-02-06 08:35:00,Xinyuan Real Estate: Don't Forget About This Hidden Gem,Long,6.0,2.0
13135, Jonathan Faison,/article/4042881-fibrogen-still-core-buy-data-release,FGEN,2017-02-06 08:35:00,Fibrogen Still A Core Buy After Data Release,Long,6.0,2.0
13136, Jeffrey Himelson,/article/4042877-chipotle-unwrapping-earnings-release,CMG,2017-02-06 08:23:00,Chipotle: Unwrapping The Earnings Release,Long,6.0,2.0
13137, JGR Capital,/article/4042876-acorn-energy-slimming-puts-company-right-direction,ACFN,2017-02-06 07:49:00,Acorn Energy Slimming Down Puts Company In The Right Direction,Long,6.0,2.0
13138, Vince Martin,/article/4042785-aerovironment-believe-management-market,AVAV,2017-02-06 07:30:00,AeroVironment: Do You Believe Management Or The Market?,Long,6.0,2.0
13139, Orange Peel Investments,/article/4042849-macys-looming-bidding-war-easily-push-stock-40s,M,2017-02-06 06:31:00,Macy's: Looming Bidding War Could Easily Push Stock Into The $40's,Long,6.0,2.0
13140, Far Horizon,/article/4042846-siemens-alternative-ge,SIEGY,2017-02-06 06:30:00,Siemens: An Alternative To GE,Long,6.0,2.0
13141, Antonio Carradinha,/article/4042812-cisco-q2-will-weak,CSCO,2017-02-06 06:30:00,Cisco Q2: Will It Be Weak Again?,Long,6.0,2.0
13142, Discount Fountain,/article/4042852-time-ripe-buy-colgate-palmolive,CL,2017-02-06 06:11:00,The Time Is Ripe To Buy Colgate-Palmolive,Long,6.0,2.0
13143, Crispus Nyaga,/article/4042842-time-fly-esterline-technologies,ESL,2017-02-06 05:57:00,Time To Fly With Esterline Technologies,Long,6.0,2.0
13144, Willow Street Investments,/article/4042834-ups-e-commerce-costs-amazon-threats-hammer-shares-become-interested-buying,UPS,2017-02-06 05:30:00,UPS: E-Commerce Costs And Amazon Threats Hammer Shares (And We Become Interested In Buying),Long,6.0,2.0
13145, Henrik Alex,/article/4042818-sevcon-lands-major-electric-vehicle-contract-china-another-promising-setup-momentum-trade,SEV,2017-02-06 04:22:00,Sevcon Lands Major Electric Vehicle Contract In China - Another Promising Setup For A Momentum Trade,Long,6.0,2.0
13147, Henri Blomster,/article/4042807-keep-shares-amazon-fourth-quarter,AMZN,2017-02-06 03:05:00,Keep Your Shares - Amazon Fourth Quarter,Long,6.0,2.0
13148, Peter Epstein,/article/4042808-viscount-mining-trading-really-cheap-silver-junior-peers,VLMGF,2017-02-06 02:37:00,Viscount Mining - Trading Really Cheap To Silver Junior Peers?,Long,6.0,2.0
13149, Global Value Scanner,/article/4042803-hewlett-packard-enterprise-upside-multiple-near-term-catalysts,HPE,2017-02-06 02:09:00,Hewlett Packard Enterprise Has Upside With Multiple Near-Term Catalysts,Long,6.0,2.0
13150, George Kesarios,/article/4042798-gopro-disappointed-still-positive,GPRO,2017-02-06 01:27:00,GoPro: Disappointed But Still Positive,Long,6.0,2.0
13151, Alex Cho,/article/4042796-apples-next-quarter-likely-top-wall-street-estimates,AAPL,2017-02-06 00:27:00,Why Apple's Next Quarter Is Likely To Top Wall Street Estimates,Long,6.0,2.0
13152, Chris Lau,/article/4042793-amds-next-2-catalysts-vega-ryzen,AMD,2017-02-06 00:09:00,AMD's Next 2 Catalysts: Vega And Ryzen,Long,6.0,2.0
13153, Daniel Jones,/article/4042772-hanesbrands-thriving-dying,HBI,2017-02-05 18:12:00,"Hanesbrands: Thriving, Not Dying",Long,5.0,2.0
13157, The Investment Doctor,/article/4042690-euronav-must-oil-shipping-sector,EURN,2017-02-05 06:30:00,Euronav Is A Must-Own In The Oil Shipping Sector,Long,5.0,2.0
13158, Sanjit Deepalam,/article/4042736-pattern-energy-pure-play-energy-company-terrific-stable-dividend-strong-growth,PEGI,2017-02-05 05:09:00,"Pattern Energy - A Pure-Play Energy Company With A Terrific, Stable Dividend And Strong Growth",Long,5.0,2.0
13159, Raffi Balyozyan,/article/4042731-estee-lauder-reversal-way,EL,2017-02-05 05:01:00,Estee Lauder: Is A Reversal On Its Way?,Long,5.0,2.0
13161, Hedged Equity,/article/4042734-ceva-buy-hold,CEVA,2017-02-05 04:48:00,CEVA: Is It A Buy Or A Hold?,Long,5.0,2.0
13162, Bull's Run,/article/4042722-dominion-resources-underwhelming-guidance-opportunity-disguise,D,2017-02-05 03:26:00,Dominion Resources' Underwhelming Guidance Is An Opportunity In Disguise,Long,5.0,2.0
13163, Sarfaraz A. Khan,/article/4042698-conocophillips-firing-cylinders,COP,2017-02-04 19:02:00,ConocoPhillips Is Firing On All Cylinders,Long,5.0,2.0
13164, David Krejca,/article/4042694-hdfc-bank-strong-amid-indian-banking-crisis,HDB,2017-02-04 17:18:00,HDFC Bank Strong Amid Indian Banking Crisis,Long,5.0,2.0
13169, Elephant Analytics,/article/4042646-sanchez-energys-10-million-share-offering,SN,2017-02-03 20:21:00,Sanchez Energy's 10 Million Share Offering,Long,5.0,2.0
13171, The Value Portfolio,/article/4042629-exxon-mobil-largest-oil-major-huge-potential,XOM,2017-02-03 17:43:00,Exxon Mobil - The Largest Oil Major With Huge Potential,Long,5.0,2.0
13172, Greg Wajda,/article/4042619-total-system-services-behind-scenes-play-cashs-decline,TSS,2017-02-03 17:39:00,Total System Services: A Behind-The-Scenes Play On Cash's Decline,Long,5.0,2.0
13173, Electric Phred,/article/4042599-micron-analyst-day-helps-show-stock-value,MU,2017-02-03 16:04:00,Micron: Analyst Day Helps Show This Stock Is A Value,Long,5.0,2.0
13174, Sramana Mitra,/article/4042581-facebook-diversifies-beyond-advertising,FB,2017-02-03 15:31:00,Facebook Diversifies Beyond Advertising,Long,5.0,2.0
13175, David Zanoni,/article/4042565-buy-dip-american-airlines-stock,AAL,2017-02-03 15:22:00,Buy The Dip In American Airlines Stock,Long,5.0,2.0
13176, Bret Jensen,/article/4042575-positive-investment-case-neurocrine-biosciences,NBIX,2017-02-03 15:15:00,The Positive Investment Case For Neurocrine Biosciences,Long,5.0,2.0
13177, Tom Yuz,/article/4042538-40-percent-forward-returns-activision-blizzard-entertain,ATVI,2017-02-03 14:45:00,40% Forward Returns: Activision Blizzard Does More Than Entertain,Long,5.0,2.0
13178, Jussi Askola,/article/4042563-cbl-10-percent-yield-growing,CBL,2017-02-03 14:42:00,CBL: 10% Yield And Growing,Long,5.0,2.0
13179, Timothy O'Brien,/article/4042559-kansas-city-southern-buy-hold,KSU,2017-02-03 14:31:00,Kansas City Southern: Buy And Hold,Long,5.0,2.0
13180, Steven Beyak,/article/4042532-immage-biotherapeutics-sleeping-giant-awakens-slumber,IMMG,2017-02-03 13:38:00,Immage Biotherapeutics: A Sleeping Giant Awakens From Its Slumber?,Long,5.0,2.0
13181, Kayode Omotosho,/article/4042530-symantec-growth-trumps-non-gaap-sausage,SYMC,2017-02-03 13:34:00,Symantec: Why Growth Trumps The Non-GAAP Sausage,Long,5.0,2.0
13182, Sam Paul,/article/4042519-cvs-buy-dip-pre-earnings,CVS,2017-02-03 13:28:00,CVS - Buy The Dip Pre-Earnings,Long,5.0,2.0
13183, Gaurao Bhade,/article/4042528-celgene-2017-part-7,CELG,2017-02-03 13:27:00,Should You Own Celgene In 2017? Part 7,Long,5.0,2.0
13184, Michael Wiggins De Oliveira,/article/4042511-qvc-growing-profitable-cheap,QRTEA,2017-02-03 13:13:00,QVC Is Not Growing But It Is Very Profitable And Cheap,Long,5.0,2.0
