Time,Link,Title,Authors,Tickers,Strategy
" May 3, 2017, 5:27 PM ",/article/4068709-amazons-demand-manufacturing-patent-sounding-death-knell-apparel-manufacturers,Amazon's On-Demand Manufacturing Patent: Sounding The Death Knell For Apparel Manufacturers?, ALT Perspective,AMZN,Long
" May 3, 2017, 4:43 PM ",/article/4068682-amd-pass-go-collect-200,"AMD: Do Not Pass Go, Do Not Collect $200", Austin Craig,AMD,Long
" May 3, 2017, 3:13 PM ",/article/4068621-valuation-analysis-hp-inc,My Valuation Analysis Of HP Inc., Ivan Popov,HPQ,Long
" May 3, 2017, 2:36 PM ",/article/4068610-new-ownership-makes-formula-one-group-attractive,New Ownership Makes Formula One Group Attractive, Strubel Investment Management,FWONA,Long
" May 3, 2017, 2:09 PM ",/article/4068577-autonation-huge-disconnect-price-value,AutoNation: A Huge Disconnect Between Price And Value, Healthy Wealth Coach,AN,Long
" May 3, 2017, 2:02 PM ",/article/4068572-bed-bath-and-beyond-trading-near-52-week-low-know,Bed Bath & Beyond Is Trading Near 52-Week Low; Here's What You Should Know, HF Analyst,BBBY,Long
" May 3, 2017, 1:59 PM ",/article/4068557-micron-trading-near-52-week-high-know,Micron Is Trading Near Its 52-Week High: What You Should Know, HF Analyst,MU,Long
" May 3, 2017, 1:22 PM ",/article/4068520-alder-biopharmaceuticals,Why Alder Biopharmaceuticals Is Down - And What To Do About It, Samuel Rae,ALDR,Long
" May 3, 2017, 1:20 PM ",/article/4068515-bancorp-turnaround-thesis-unloved-bank,The Bancorp: Turnaround Thesis On An Unloved Bank, Anton Tyumin,TBBK,Long
" May 3, 2017, 12:53 PM ",/article/4068522-tesla-q1-key-performance-considerations,Tesla: Q1 Key Performance Considerations," Michael Davies, CFA",TSLA,Long
 STDY,/article/4068490-steadymed-potential-winner-pulmonary-arterial-hypertension,SteadyMed: A Potential Winner In Pulmonary Arterial Hypertension," May 3, 2017, 12:50 PM ",Editors' Pick ,Long
" May 3, 2017, 12:31 PM ",/article/4068477-amd-strong-buy,AMD: Strong Buy, Achilles Research,AMD,Long
" May 3, 2017, 12:23 PM ",/article/4068491-fireeye-bag,FireEye: What's In That Bag?, Kayode Omotosho,FEYE,Long
" May 3, 2017, 12:09 PM ",/article/4068472-discrepancy-stock-price-fundamentals-widening-psychemedics,Discrepancy In Stock Price And Fundamentals Widening At Psychemedics, Bram de Haas,PMD,Long
" May 3, 2017, 11:56 AM ",/article/4068465-canon-forgotten-tech-stock-quietly-risen-20-percent-past-year,Canon: This Forgotten Tech Stock Has Quietly Risen 20% In The Past Year, WappCap,CAJ,Long
" May 3, 2017, 11:31 AM ",/article/4068467-retail-flywheel-amazon-really-just-getting-started,The Retail Flywheel: Why Amazon Really Is Just Getting Started, Jon Allion,AMZN,Long
" May 3, 2017, 10:49 AM ",/article/4068448-illinois-tool-works-flawless-execution-continues,Illinois Tool Works: Flawless Execution Continues, Michael Boyd,ITW,Long
" May 3, 2017, 10:31 AM ",/article/4068442-oclaro-buy-drop,Oclaro: Buy On The Drop?, Kumquat Research,OCLR,Long
" May 3, 2017, 10:28 AM ",/article/4068424-ts-dividend-safe-investors-need-monitor-2-metrics,"AT&T's Dividend Is Safe, But Investors Need To Monitor These 2 Metrics", WG Investment Research,T,Long
" May 3, 2017, 10:21 AM ",/article/4068414-bps-cash-flow-achilles-heel-1q-2017-earnings-beat,BP's Cash Flow Achilles Heel In 1Q 2017 Earnings Beat, Oil Industry Trends & Insights,BP,Long
" May 3, 2017, 10:12 AM ",/article/4068431-amazon-path-1000,"Amazon: The Path To $1,000", Bill Maurer,AMZN,Long
" May 3, 2017, 10:02 AM ",/article/4068391-v-victory-regardless-bulls-bears,'V' For Victory - Regardless Of Bulls Or Bears, Colin Lea,V,Long
 PTXP,/article/4068385-everyone-wants-piece-penntex-midstream,Everyone Wants A Piece Of PennTex Midstream," May 3, 2017, 9:44 AM ",Editors' Pick ,Long
 CDK,/article/4068394-cdk-global-expensive-expensive,CDK Global: Expensive But Not Too Expensive," May 3, 2017, 9:42 AM ",Editors' Pick ,Long
" May 3, 2017, 9:33 AM ",/article/4068392-mattersight-going,Mattersight: What's Going On?, Jeffrey Himelson,MATR,Long
" May 3, 2017, 9:28 AM ",/article/4068377-euronav-historic-opportunity-ride-next-tanker-cycle,Euronav: Historic Opportunity To Ride The Next Tanker Cycle, J Mintzmyer,EURN,Long
" May 3, 2017, 8:59 AM ",/article/4068379-intra-cellular-therapies-reiterating-buy-rating-revised-first-price-target-28-yesterdays,Intra-Cellular Therapies: Reiterating Buy Rating With Revised First Price Target Of $28 After Yesterday's Update, Bob Sharma,ITCI,Long
" May 3, 2017, 8:56 AM ",/article/4068375-intrepid-potash-now-selling-water,Intrepid Potash: Now Selling Water?, Michael Wiggins De Oliveira,IPI,Long
" May 3, 2017, 8:23 AM ",/article/4068345-signet-jewelers-stock-sale,Signet Jewelers Stock Is On Sale, The Clever Contrarian,SIG,Long
" May 3, 2017, 8:14 AM ",/article/4068338-potential-sears-exit-strategy-eddie-bruce,A Potential Sears Exit Strategy For Eddie And Bruce, Mark Gottlieb,SHLD,Long
 AKAO,/article/4067717-achaogen-birth-biotech-powerhouse,Achaogen: Birth Of A Biotech Powerhouse," May 3, 2017, 7:37 AM ",Editors' Pick ,Long
" May 3, 2017, 6:27 AM ",/article/4068315-fortune-50-company-worth-buying,Is This Fortune 50 Company Worth Buying?, Integer Investments,HD,Long
" May 3, 2017, 4:38 AM ",/article/4068290-wendys-consider-buying-now,Wendy's: Consider Buying Now, Societe Financiers,WEN,Long
" May 3, 2017, 1:20 AM ",/article/4068255-chipotle-earnings-still-buy,Chipotle After Earnings: Still A Buy, Mike Berner,CMG,Long
" May 2, 2017, 7:12 PM ",/article/4068081-apples-bottom-line-strong-appears,Apple's Bottom Line Was Not As Strong As It Appears, ChuckJones,AAPL,Long
" May 2, 2017, 6:23 PM ",/article/4068100-glu-mobile-vs-zynga-glu-built-twice-speed,Glu Mobile Vs Zynga: Glu Built For Twice The Speed, The Heap,GLUU,Long
" May 2, 2017, 4:34 PM ",/article/4068003-armour-company-much-potential-grow-profitably,Under Armour - The Company That Has Much More Potential To Grow Profitably, Talgat Akhmetov,UAA,Long
" May 2, 2017, 4:30 PM ",/article/4068026-exxon-mobil-ignore-cash-flow-generation-capabilities-company,Exxon Mobil: Don't Ignore The Cash Flow Generation Capabilities Of The Company, Orthodox Investor,XOM,Long
 OCIP,/article/4067580-oci-partners-deal-break-blessing-disguise,OCI Partners - Deal Break A Blessing In Disguise," May 2, 2017, 4:25 PM ",Editors' Pick ,Long
 EPZM,/article/4067985-epizyme-big-pharma-interested-small-biotech,Epizyme: Why Is Big Pharma Interested In This Small Biotech?," May 2, 2017, 4:14 PM ",Editors' Pick ,Long
" May 2, 2017, 4:13 PM ",/article/4068017-xilinx-pursues-growth-opportunities-must-compete-intel,"Xilinx Pursues Growth Opportunities, But Must Compete With Intel", William Meyers,XLNX,Long
" May 2, 2017, 4:09 PM ",/article/4067980-abbvies-2020-strategy-parallels-celgenes,How AbbVie's 2020 Strategy Parallels Celgene's, DoctoRx,ABBV,Long
" May 2, 2017, 4:02 PM ",/article/4068000-wells-fargo-account-opening-scandal-worst,Wells Fargo Account Opening Scandal: Worst Is Over, Buffett's Apprentice,WFC,Long
" May 2, 2017, 3:53 PM ",/article/4067990-cytrxs-controversial-saga-continues,CytRx's Controversial Saga Continues, Strong Bio,CYTR,Long
" May 2, 2017, 3:03 PM ",/article/4067962-buy-low-sell-high-will-ensure-nice-safe-7-percent-yield-bp,Buy Low And Sell High Will Ensure A Nice Safe 7% Yield For BP, Long Player,BP,Long
" May 2, 2017, 3:02 PM ",/article/4067953-tractor-supply-co-opportunity-ahead,Tractor Supply Co.: Opportunity Ahead, Samuel Smith,TSCO,Long
" May 2, 2017, 2:26 PM ",/article/4067927-trustco-bank-worth-look,TrustCo: A Bank Worth A Look, Quad 7 Capital,TRST,Long
" May 2, 2017, 2:17 PM ",/article/4067916-make-money-cheap-stocks-like-infosonics,How To Make Money With Cheap Stocks Like InfoSonics, Jae Jun,IFON,Long
" May 2, 2017, 2:11 PM ",/article/4067942-data-suggests-venmo-winning-mobile-payments,Data Suggests That Venmo Is Winning Mobile Payments, Simple Qualitative,PYPL,Long
" May 2, 2017, 1:49 PM ",/article/4067918-morgan-stanley-plain-truth,Morgan Stanley: The Plain Truth, Quad 7 Capital,MS,Long
" May 2, 2017, 1:08 PM ",/article/4067876-general-electric-low-will-go,General Electric: How Low Will It Go?, Research & Investment,GE,Long
" May 2, 2017, 1:06 PM ",/article/4067873-twitter-offer-way,Twitter: An Offer On The Way?, Celeritas Investments,TWTR,Long
" May 2, 2017, 1:04 PM ",/article/4067890-marketaxess-latest-hit,MarketAxess' Latest Hit, Douglas Adams,MKTX,Long
" May 2, 2017, 1:04 PM ",/article/4067869-pilbara-minerals-market-liking-offtake-deal-ganfeng-lithium,Pilbara Minerals - The Market Is Liking This Offtake Deal With Ganfeng Lithium, FI Fighter,PILBF,Long
" May 2, 2017, 12:50 PM ",/article/4067885-amd-drops-weak-earnings-report-investors-buy-now,AMD Drops On Weak Earnings Report: Should Investors Buy Now?, Alex Cho,AMD,Long
 AMD,/article/4067863-amd-mr-market-irrational,AMD: Mr. Market Is Irrational," May 2, 2017, 12:26 PM ",Editors' Pick ,Long
" May 2, 2017, 11:29 AM ",/article/4067831-la-croix-makes-national-beverage-safe-investment,La Croix Makes National Beverage A Safe Investment, Scott Baldwin,FIZZ,Long
" May 2, 2017, 10:38 AM ",/article/4067816-delta-technology-holdings-deep-value-play-fine-chemical-industry-rebound-china,Delta Technology Holdings Is A Deep Value Play On The Fine Chemical Industry Rebound In China, TLS Group,DELT,Long
" May 2, 2017, 10:36 AM ",/article/4067815-potential-multibaggers-pt-1-shopify,Potential Multibaggers Pt.1: Shopify, From Growth to Value,SHOP,Long
" May 2, 2017, 10:33 AM ",/article/4067812-cvs-joke,CVS: What A Joke, Quad 7 Capital,CVS,Long
" May 2, 2017, 10:09 AM ",/article/4067783-iconix-brand-group-trumps-tax-plan-greatly-increase-annual-earnings,Iconix Brand Group: Trump's Tax Plan Would Greatly Increase Annual Earnings, Upside Research,ICON,Long
" May 2, 2017, 10:06 AM ",/article/4067782-big-fed-dilemma-regarding-fannie-freddie,Big Fed Dilemma Regarding Fannie And Freddie, Mark Gottlieb,"FNMA, FMCC",Long
" May 2, 2017, 9:39 AM ",/article/4067770-apple-investors-trim-positions,Should Apple Investors Trim Positions?, Alex Cho,AAPL,Long
" May 2, 2017, 8:52 AM ",/article/4067730-valeant-debt-situation-resolved,Valeant: Debt Situation Resolved, Biotechnocrat,VRX,Long
" CPOKY, CHPFF",/article/4067373-charoen-pokphand-foods-asias-leading-agro-industrial-food-conglomerate-57-percent-upside,Charoen Pokphand Foods: Asia's Leading Agro-Industrial And Food Conglomerate With 57% Upside," May 2, 2017, 8:50 AM ",Editors' Pick ,Long
" May 2, 2017, 8:47 AM ",/article/4067726-ford-2007,Ford - 2007 All Over Again?, Leo Nelissen,F,Long
" May 2, 2017, 8:46 AM ",/article/4067725-home-depot-ideal-investment-inevitable-growth,Home Depot - The Ideal Investment For Inevitable Growth, Quintin Blank,HD,Long
 VBLT,/article/4067735-vascular-biogenics-microcap-potential-blockbuster-cancer-therapy-phase-3,Vascular Biogenics: A Microcap With A Potential Blockbuster Cancer Therapy In Phase 3," May 2, 2017, 8:36 AM ",Editors' Pick ,Long
" May 2, 2017, 7:47 AM ",/article/4067713-leagold-mining-mid-tier-producer-flying-radar,LeaGold Mining: A Mid-Tier Producer Flying Under The Radar, Taylor Dart,LMCNF,Long
" May 2, 2017, 7:43 AM ",/article/4067711-cidara-buy-run-data,Cidara: Buy The Run-Up Into Data, Jonathan Faison,CDTX,Long
 SAND,/article/4067715-sandstorm-gold-ramping-risks-eyeing-outsized-rewards,"Sandstorm Gold: Ramping Up Risks, Eyeing Outsized Rewards"," May 2, 2017, 7:32 AM ",Editors' Pick ,Long
" May 2, 2017, 6:48 AM ",/article/4067703-agnico-eagle-building-future-internal-cash-flow,Agnico Eagle: Building Its Own Future From Internal Cash Flow, The Investment Doctor,AEM,Long
" May 2, 2017, 4:57 AM ",/article/4067690-cempra-reshuffles-deck-comeback-cards,Cempra Reshuffles The Deck: Could A Comeback Be In The Cards?, Strong Bio,CEMP,Long
" May 1, 2017, 11:56 PM ",/article/4067667-corning-glass-far-brittle,Corning: This Glass Is Far From Brittle, David Ahern,GLW,Long
" May 1, 2017, 11:06 PM ",/article/4067658-western-digital-like,Western Digital: What's Not To Like?, Shareholders Unite,WDC,Long
" May 1, 2017, 10:22 PM ",/article/4067648-ternium-south-american-steel-play,Ternium Is Your South American Steel Play, Viacheslav Makarenko,TX,Long
" May 1, 2017, 8:31 PM ",/article/4067635-western-digital-bargain-right-now-sound-investment,"Western Digital: Not A Bargain Right Now, But A Sound Investment", Daniel Schönberger,WDC,Long
" May 1, 2017, 6:07 PM ",/article/4067612-amd-ready-takeoff,AMD: Ready For Takeoff, Kumquat Research,AMD,Long
" May 1, 2017, 5:21 PM ",/article/4067603-break-bank-america-drink-kool-aid,Break Up Bank Of America? Don't Drink The Kool-Aid, David Alton Clark,BAC,Long
" May 1, 2017, 5:18 PM ",/article/4067602-solaredge-invest-undervalued-solar-stock,SolarEdge: Invest In This Undervalued Solar Stock, WappCap,SEDG,Long
 APTI,/article/4067565-apptio-opportunity-dilbertization-cloud,Apptio: Opportunity In The 'Dilbertization' Of The Cloud," May 1, 2017, 4:19 PM ",Editors' Pick ,Long
" May 1, 2017, 4:03 PM ",/article/4067563-dineequity-wall-street-radar,DineEquity: Under The Wall Street Radar, Steffen Jørgensen,DIN,Long
 GPOR,/article/4066900-top-natural-gas-stock-pick-gulfport-energy-corporation,Top Natural Gas Stock Pick: Gulfport Energy Corporation," May 1, 2017, 4:00 PM ",Editors' Pick ,Long
 OII,/article/4067194-oceaneering-international-entry-opportunity-undervalued-oil-service-stalwart,Oceaneering International: Entry Opportunity Into This Undervalued Oil Service Stalwart," May 1, 2017, 4:00 PM ",Editors' Pick ,Long
" May 1, 2017, 3:41 PM ",/article/4067556-wells-fargo-must-see,Wells Fargo: You Must See This, Quad 7 Capital,WFC,Long
" May 1, 2017, 3:21 PM ",/article/4067548-altria-solid-business-excellent-fundamentals,Altria: A Solid Business With Excellent Fundamentals, Buffett's Apprentice,MO,Long
" May 1, 2017, 3:15 PM ",/article/4067541-amazon-japan-near-term-hiccups-long-term-asian-success,"Amazon Japan: Near-Term Hiccups, Long-Term Asian Success", Kenkyo Investing,AMZN,Long
 SEAC,/article/4067540-seachange-international-strong-balance-sheet-provides-floor-eventual-sale-company,SeaChange International: Strong Balance Sheet Provides Floor Until Eventual Sale Of Company," May 1, 2017, 2:45 PM ",Editors' Pick ,Long
" May 1, 2017, 2:07 PM ",/article/4067534-quest-industrial-domination-ge-abb-siemens-race-control-industrial-internet,"Quest For Industrial Domination: GE, ABB And Siemens, And The Race To Control The Industrial Internet", Prasanna Rajagopal,GE,Long
" May 1, 2017, 1:37 PM ",/article/4067511-sarepta-q1-guidance-accelerating-patient-starts-point-continued-upside,Sarepta: Q1 Guidance And Accelerating Patient Starts Point To Continued Upside, Jonathan Faison,SRPT,Long
" May 1, 2017, 1:13 PM ",/article/4067515-twitter-jack-dorsey-effect-continues,Twitter: The Jack Dorsey Effect Continues, Asif Suria,TWTR,Long
" May 1, 2017, 1:11 PM ",/article/4067513-huntington-bancshares-obvious,Huntington Bancshares: It Should Be Obvious, Quad 7 Capital,HBAN,Long
" May 1, 2017, 1:03 PM ",/article/4067498-neurocrine-biosciences-premium-ingrezza-pricing-cash-influx-add-bull-case,Neurocrine Biosciences: Premium Ingrezza Pricing And Cash Influx Add To Bull Case, Jonathan Faison,NBIX,Long
" May 1, 2017, 12:48 PM ",/article/4067490-match-group-investing-tinder,Match Group And Investing In Tinder, Galileo Russell,MTCH,Long
" May 1, 2017, 12:40 PM ",/article/4067501-3-huge-gom-projects-bhp,3 Huge GoM Projects For BHP, Callum Turcan,BHP,Long
" May 1, 2017, 12:35 PM ",/article/4067499-altius-minerals-now-reaping-rewards-resource-market-volatility,Altius Minerals Now Reaping The Rewards Of Resource Market Volatility, John Polomny,ATUSF,Long
" May 1, 2017, 12:25 PM ",/article/4067477-walgreens-rite-aid-merger-worth,Walgreens: Rite Aid Merger Not Worth It, Harshal Patel,WBA,Long
" May 1, 2017, 12:14 PM ",/article/4067465-elliott-management-close-can-taste,Elliott Management: So Close We Can Taste It, Activist Stocks,ARNC,Long
" May 1, 2017, 12:13 PM ",/article/4067488-gilead-sciences-oversold-long-term-opportunity,Gilead Sciences: An Oversold Long-Term Opportunity, RoadToFreedom,GILD,Long
 OCN,/article/4067487-ocwen-financial-calling-republican-lawmakers-going-cfpb,Ocwen Financial: Calling Republican Lawmakers What Is Going On With The CFPB," May 1, 2017, 12:09 PM ",Editors' Pick ,Long
" May 1, 2017, 12:08 PM ",/article/4067486-facebooks-dominance-peaked-yet,Facebook's Dominance Has Not Peaked Yet, Intelligent Speculator,FB,Long
" May 1, 2017, 11:52 AM ",/article/4067473-buy-pine-cliff-energy-pullback,Buy Pine Cliff Energy On The Pullback, Long Player,PIFYF,Long
" May 1, 2017, 11:50 AM ",/article/4067451-pershing-gold-presents-substantial-upside-potential,Pershing Gold Presents Substantial Upside Potential, Peter Arendas,PGLC,Long
" May 1, 2017, 11:46 AM ",/article/4067467-nokia-managing-expectations,Nokia: Managing The Expectations, Orthodox Investor,NOK,Long
" May 1, 2017, 11:41 AM ",/article/4067441-morningstar-large-biotech-worlds-best-stock,Morningstar: This Large Biotech Could Be The World's Best Stock, DoctoRx,RHHBY,Long
" May 1, 2017, 11:29 AM ",/article/4067455-northern-dynasty-minerals-offers-asymmetric-risk-vs-reward,Northern Dynasty Minerals Offers Asymmetric Risk Vs. Reward, Matt Bohlsen,NAK,Long
" May 1, 2017, 11:22 AM ",/article/4067453-dogs-dow-favorite-dog,Dogs Of The Dow: My Favorite Dog, Courage & Conviction Investing,XOM,Long
" May 1, 2017, 11:16 AM ",/article/4067448-amd-hedging-bet-ahead-earnings,AMD: Why I'm Hedging My Bet Ahead Of Earnings, Austin Craig,AMD,Long
" May 1, 2017, 11:10 AM ",/article/4067439-gamestop-nintendo-switch-add-additional-15-percent-upside-even-earnings,"GameStop: Nintendo Switch Could Add Additional 15% Upside, Even Before Earnings", Orange Peel Investments,GME,Long
" May 1, 2017, 11:06 AM ",/article/4067437-bank-america-know-real-drivers,Bank Of America: Know The Real Drivers, FIG Ideas,BAC,Long
 CORI,/article/4067402-corium-international-new-take-great-drug,Corium International Has A New Take On A Great Drug," May 1, 2017, 10:42 AM ",Editors' Pick ,Long
" May 1, 2017, 10:28 AM ",/article/4067397-delays-new-golds-rainy-river-project-overshadowing-excellent-q1,More Delays At New Gold's Rainy River Project Are Overshadowing An Excellent Q1, The Investment Doctor,NGD,Long
" May 1, 2017, 9:53 AM ",/article/4067393-euronav-cash-flows-strong-dividend-unknown,"Euronav: Cash Flows? Strong, Dividend? Unknown", The Investment Doctor,EURN,Long
" May 1, 2017, 8:56 AM ",/article/4067365-turquoise-vs-nevsun,Turquoise Vs. Nevsun, Sven Carlin,NSU,Long
" May 1, 2017, 8:30 AM ",/article/4067159-ready-buy-dip-facebook,Ready To Buy The Dip On Facebook?, Joe Albano,FB,Long
" May 1, 2017, 8:14 AM ",/article/4067349-sanchez-energy-expects-adjusted-ebitda-double-2018,Sanchez Energy Expects Adjusted EBITDA To More Than Double By 2018, Forge River Research,SN,Long
" May 1, 2017, 7:50 AM ",/article/4067342-seadrill-overview-equity-bonds-options,"Seadrill - An Overview Of Equity, Bonds And Options", Ulrik Lehrskov-Schmidt,"SDRL, SDLP",Long
" May 1, 2017, 7:46 AM ",/article/4067351-teva-nows-time-capitulate,Teva: Now's The Time; Capitulate, GrassisGreenCap,TEVA,Long
" Jun. 6, 2017, 1:09 PM ",/article/4079229-hewlett-packard-enterprise-business-breakup-fever,Hewlett Packard Enterprise: In A Business Breakup Fever, Jay Wei,HPE,Short
 MD,/article/4078762-mednax-iffy-business-model-q1-2017,"Mednax: Iffy Business Model, And Q1 2017"," Jun. 6, 2017, 11:20 AM ",Editors' Pick ,Short
" Jun. 6, 2017, 9:36 AM ",/article/4079131-citron-provides-new-proof-mallinckrodt-way-zero,Citron Provides New Proof Why Mallinckrodt Is On Its Way To Zero, Citron Research,"MNK, ESRX",Short
" Jun. 6, 2017, 7:30 AM ",/article/4079087-mcdonalds-yet-another-reason-look-getting-short,McDonald's And Yet Another Reason To Look At Getting Short, Josh Arnold,MCD,Short
" Jun. 6, 2017, 7:16 AM ",/article/4079079-short-sellers-claim-dryships-best-short-ever,Short Sellers Claim DryShips Is Best Short Ever, Research & Investment,DRYS,Short
" Jun. 5, 2017, 4:01 PM ",/article/4078909-planet-fitness-look-good,Planet Fitness Does Not Look Good, Timothy Gornall,PLNT,Short
 SNA,/article/4075405-short-case-snap,The Short Case For Snap-On," Jun. 5, 2017, 4:00 PM ",Editors' Pick ,Short
" Jun. 5, 2017, 3:07 PM ",/article/4078830-blackberry-qnx-extraordinary-popular-delusions-madness-men,"BlackBerry: QNX, Extraordinary Popular Delusions And The Madness Of Men", Paulo Santos,BB,Short
" Jun. 5, 2017, 2:38 PM ",/article/4078864-tesla-confusion-kill-model-3,Tesla: Could Confusion Kill Model 3?, Bill Maurer,TSLA,Short
" Jun. 5, 2017, 12:50 PM ",/article/4078806-twitter-take-opportunity-sell,Twitter: Take This Opportunity To Sell, Hudson River Capital Research,TWTR,Short
" Jun. 5, 2017, 12:25 PM ",/article/4078795-tesla-cars-easy-total-expensive-repair,"Tesla Cars: Easy To Total, Expensive To Repair", Montana Skeptic,TSLA,Short
" Jun. 5, 2017, 12:06 PM ",/article/4078785-ubisoft-behind-earnings,UbiSoft: Behind The Earnings, Youce Ji,UBSFF,Short
" Jun. 5, 2017, 12:02 PM ",/article/4078783-nintendo-short-case-relevant-ever,Nintendo: Short Case Is More Relevant Than Ever, Bears of Wall Street,NTDOY,Short
" Jun. 5, 2017, 11:36 AM ",/article/4078769-canada-goose-investors-like-multi-year-growth-guidance-expectations-continue-rising,Canada Goose - Investors Like Multi-Year Growth Guidance As Expectations Continue Rising, The Value Investor,GOOS,Short
" Jun. 5, 2017, 10:39 AM ",/article/4078749-tesla-research-weaponized,"Tesla Research, Weaponized", Paulo Santos,TSLA,Short
" Jun. 5, 2017, 10:19 AM ",/article/4078727-stamps-com-place-want-park-capital,Stamps.com Is Not A Place We Want To Park Our Capital, Orange Peel Investments,STMP,Short
" Jun. 5, 2017, 10:12 AM ",/article/4078737-huge-inventory-levels-cato-earnings-outlook-appears-bleak,Huge Inventory Levels At CATO: Earnings Outlook Appears Bleak, EQ Observer,CATO,Short
" Jun. 5, 2017, 9:14 AM ",/article/4078712-exact-sciences-38-overpriced,Exact Sciences At $38 Is Overpriced, Orange Peel Investments,EXAS,Short
" Jun. 5, 2017, 7:34 AM ",/article/4078677-tesla-takes-body-blow-aaa-insurance-hike,Tesla Takes A Body Blow With AAA Insurance Hike, EnerTuition,TSLA,Short
" Jun. 4, 2017, 11:29 PM ",/article/4078594-herbalife-much-record-highs,Herbalife: So Much For Record Highs?, Bill Maurer,HLF,Short
" Jun. 4, 2017, 8:49 PM ",/article/4078584-herbalife-approaching-record-highs,"Herbalife: Approaching Record Highs, But Should It Be?", Victor Dergunov,HLF,Short
" Jun. 4, 2017, 8:12 PM ",/article/4078582-apple-services-unlikely-offset-soft-iphone-sales,Apple Services Unlikely To Offset Soft iPhone Sales, Michael Blair,AAPL,Short
" Jun. 4, 2017, 2:48 PM ",/article/4078560-shortify-shopify-management-pivot,Shortify Shopify - Management Pivot, Parker Logan,SHOP,Short
" Jun. 3, 2017, 8:33 AM ",/article/4078471-ritchie-bros-holders-will-outbid-40-percent-downside,Ritchie Bros. Holders: You Will Not Be Outbid - 40% Downside, M&R Investment,RBA,Short
" WATT, AVXL",/article/4133309-sa-interview-investing-using-sentiment-analysis-amit-ghate,SA Interview: Investing Using Sentiment Analysis With Amit Ghate," Jun. 3, 2017, 7:30 AM ",Editors' Pick ,Short
" Jun. 2, 2017, 5:15 PM ",/article/4078425-dryships-one-thing-sinking,DryShips: One Thing Not Sinking, Bill Maurer,DRYS,Short
" Jun. 2, 2017, 12:53 PM ",/article/4078375-epizyme-tazemetostat-weak-sauce,Epizyme - Tazemetostat Is Weak Sauce, Healthcare Explorer,EPZM,Short
" Jun. 2, 2017, 8:50 AM ",/article/4078314-tesla-resale-value-myth,Tesla Resale Value Myth, EnerTuition,TSLA,Short
" Jun. 1, 2017, 4:58 PM ",/article/4078194-medifast-overweight-inventory-will-margins-slim,Medifast Is Overweight With Inventory. Will Margins Slim Down?, EQ Observer,MED,Short
 DATA,/article/4074439-short-case-tableau-software,The Short Case For Tableau Software," Jun. 1, 2017, 2:30 PM ",Editors' Pick ,Short
" Jun. 1, 2017, 12:23 PM ",/article/4078058-blackberry-history-repeats,BlackBerry: History Repeats Itself, Bill Maurer,BB,Short
" Jun. 1, 2017, 12:19 PM ",/article/4078053-brave-enough-short-mcdonalds-151,Are You Brave Enough To Short McDonald's At $151?, Courage & Conviction Investing,MCD,Short
" Jun. 1, 2017, 11:01 AM ",/article/4078014-gamestop-bankrupt-without-model-change,GameStop Bankrupt Without A Model Change?, Damon Verial,GME,Short
" Jun. 1, 2017, 7:59 AM ",/article/4077971-cars-com-overvalued-tegna-spin-asset-caution-warranted-regular-way-trading-june-1,"Cars.com Is An Overvalued Tegna Spin-Off Asset, Caution Warranted For Regular-Way Trading On June 1", 11111aaaaaab,CARS,Short
 SIX,/article/4074152-short-case-six-flags,The Short Case For Six Flags," Jun. 1, 2017, 5:00 AM ",Editors' Pick ,Short
" Jun. 1, 2017, 12:05 AM ",/article/4077905-saving-michael-kors-case-recovery,Saving Michael Kors: A Case For Recovery, J.G. Collins,KORS,Short
 AERI,/article/4077419-joined-aerie-pharmaceuticals-selling-stock,I've Joined Aerie Pharmaceuticals In Selling Its Stock," May 31, 2017, 12:10 PM ",Editors' Pick ,Short
" May 31, 2017, 10:22 AM ",/article/4077637-autodesks-position-continues-become-precarious,Autodesk's Position Continues To Become More Precarious, Amit Ghate,ADSK,Short
 DDD,/article/4077357-3d-systems-time-warp-back-2013,3D Systems - Did We Time Warp Back To 2013?," May 31, 2017, 10:17 AM ",Editors' Pick ,Short
" May 31, 2017, 8:27 AM ",/article/4077584-ford-2017-risks,Ford 2017: The Risks, Damon Verial,F,Short
" May 31, 2017, 8:08 AM ",/article/4077578-amazon-expectations,Amazon: Expectations, Robert Honeywill,AMZN,Short
 SRCL,/article/4077479-short-case-stericycle,The Short Case For Stericycle," May 30, 2017, 4:15 PM ",Editors' Pick ,Short
" May 30, 2017, 2:02 PM ",/article/4077458-intel-threats-compound,Intel Threats Compound, Paulo Santos,INTC,Short
" May 30, 2017, 10:55 AM ",/article/4077373-australian-banks-shadow-slowdown,Australian Banks: In A Shadow Slowdown, The First Mover,"ANZBY, CBAUF, NABZY",Short
" May 30, 2017, 9:30 AM ",/article/4077330-ambarella-niche-fabless-semiconductor-supplier-distinctly-non-niche-supplier-world,Ambarella Is A Niche Fabless Semiconductor Supplier In A Distinctly Non-Niche Supplier World, CVC Research,AMBA,Short
" May 29, 2017, 12:46 PM ",/article/4077182-short-vodafone-tight-stop-loss-exit-price,Short Vodafone With A Tight Stop-Loss Exit Price, Paul Franke,VOD,Short
" May 29, 2017, 2:25 AM ",/article/4077102-petrobras-significantly-overvalued,Petrobras: Significantly Overvalued, Societe Financiers,PBR,Short
