Authors,Date,Link,Tickers,Title,Strategy
 WG Investment Research," Mar. 30, 2015, 12:40 PM ",/article/3038776-aig-the-story-has-not-changed-as-long-term-value-still-exists,AIG,AIG: The Story Has Not Changed As Long-Term Value Still Exists,Long
 Giovanni DiMauro," Mar. 30, 2015, 12:06 PM ",/article/3038636-is-the-bottom-in-for-petrobras,PBR,Is The Bottom In For Petrobras?,Long
 Finding Value," Mar. 30, 2015, 11:55 AM ",/article/3038596-does-the-canadian-oil-sands-model-have-a-future,COSWF,Does The Canadian Oil Sands Model Have A Future?,Long
 Michael Carter," Mar. 30, 2015, 11:15 AM ",/article/3038476-why-wendys-may-be-one-of-mcdonalds-most-overlooked-problems,WEN,Why Wendy's May Be One Of McDonald's Most Overlooked Problems,Long
 Arie Goren," Mar. 30, 2015, 11:15 AM ",/article/3038466-why-on-semiconductors-stock-is-a-good-investment-opportunity,ON,Why ON Semiconductor's Stock Is A Good Investment Opportunity,Long
 Joseph Hefferon," Mar. 30, 2015, 10:40 AM ",/article/3038336-globus-maritime-eager-to-stay-afloat,GLBS,Globus Maritime - Eager To Stay Afloat,Long
 AH Research," Mar. 30, 2015, 10:17 AM ",/article/3038246-expansion-efforts-earn-hershey-a-buy-rating,HSY,Expansion Efforts Earn Hershey A Buy Rating,Long
 Simple Investment Ideas," Mar. 30, 2015, 9:53 AM ",/article/3038146-sunpower-expanding-its-energy-service-business,SPWR,SunPower: Expanding Its Energy Service Business,Long
 Eric Novinson," Mar. 30, 2015, 9:47 AM ",/article/3038116-new-businesses-at-restoration-hardware,RH,New Businesses At Restoration Hardware,Long
 Jay M. Taylor," Mar. 30, 2015, 9:45 AM ",/article/3038106-surna-why-im-long-this-hidden-gem,SRNA,Surna: Why I'm Long This Hidden Gem,Long
 Quantified Alpha," Mar. 30, 2015, 9:42 AM ",/article/3038076-goodyear-tire-vs-cooper-tire-both-are-great-opportunities,"GT, CTB",Goodyear Tire Vs. Cooper Tire: Both Are Great Opportunities,Long
 Clinically Sound Investor," Mar. 30, 2015, 9:18 AM ",/article/3037956-oncosec-medical-has-a-promising-technology,ONCS,OncoSec Medical Has A Promising Technology,Long
 Andrew Grimm," Mar. 30, 2015, 8:54 AM ",/article/3037856-shire-an-undervalued-investment-opportunity,SHPG,Shire: An Undervalued Investment Opportunity,Long
 AH Research," Mar. 30, 2015, 8:17 AM ",/article/3037706-expansions-in-both-store-and-online-operations-will-benefit-j-c-penney,JCP,Expansions In Both Store And Online Operations Will Benefit J.C. Penney,Long
 Clinically Sound Investor," Mar. 30, 2015, 8:02 AM ",/article/3037686-conatus-will-run-on-positive-phase-2-nash-study,CNAT,Conatus Will Run On Positive Phase 2 NASH Study,Long
 The Value Investor," Mar. 30, 2015, 7:45 AM ",/article/3036256-olin-compelling-math-behind-a-huge-deal,OLN,Olin - Compelling Math Behind A Huge Deal,Long
 Credit_master," Mar. 30, 2015, 7:30 AM ",/article/3036936-rosetta-resources-one-way-to-play-for-a-more-gradual-oil-and-gas-price-recovery,NBL,Rosetta Resources: One Way To Play For A More Gradual Oil And Gas Price Recovery,Long
 Stone Fox Capital," Mar. 30, 2015, 6:57 AM ",/article/3036196-sears-holdings-dont-undervalue-the-reit-plans,SHLD,Sears Holdings: Don't Undervalue The REIT Plans,Long
 BAM Investments," Mar. 30, 2015, 6:53 AM ",/article/3036186-lululemon-double-digit-revenue-growth-expected-in-2015,LULU,Lululemon: Double Digit Revenue Growth Expected In 2015,Long
 The Value Portfolio," Mar. 30, 2015, 6:44 AM ",/article/3036176-exxon-mobil-undervalued-but-is-it-a-buy,XOM,"Exxon Mobil Undervalued, But Is It A Buy?",Long
 Amit Ghate," Mar. 30, 2015, 6:30 AM ",/article/3036866-flexible-solutions-international-potential-to-benefit-from-drought,FSI,Flexible Solutions International: Potential To Benefit From Drought,Long
 Achilles Research," Mar. 30, 2015, 6:26 AM ",/article/3037506-the-allstate-corporation-an-undervalued-insurance-play-with-great-potential-for-valuation-growth,ALL,The Allstate Corporation: An Undervalued Insurance Play With Great Potential For Valuation Growth,Long
 Daniel Jones," Mar. 30, 2015, 6:23 AM ",/article/3036116-despite-poor-performance-mcdermott-internationals-balance-sheet-is-strong,MDR,"Despite Poor Performance, McDermott International's Balance Sheet Is Strong",Long
 Orange Peel Investments," Mar. 30, 2015, 6:10 AM ",/article/3037476-ford-earn-3_8-percent-while-you-wait-for-a-coming-move-over-20,F,Ford: Earn 3.8% While You Wait For A Coming Move Over $20,Long
 Bob Steffes," Mar. 30, 2015, 5:47 AM ",/article/3037416-cisco-is-a-cash-generating-machine,CSCO,Cisco Is A Cash-Generating Machine,Long
 Equity Watch," Mar. 30, 2015, 4:38 AM ",/article/3037316-best-buy-is-set-to-deliver-solid-performance,BBY,Best Buy Is Set To Deliver Solid Performance,Long
 Orange Peel Investments," Mar. 30, 2015, 4:34 AM ",/article/3037296-dont-wait-rush-to-buy-starbucks,SBUX,Don't Wait: Rush To Buy Starbucks,Long
 Sherif Samy," Mar. 30, 2015, 4:30 AM ",/article/3037286-dollarama-expect-a-further-20-percent-upside-within-2-years,DLMAF,Dollarama: Expect A Further 20% Upside Within 2 Years,Long
 Dhierin Bechai," Mar. 30, 2015, 4:11 AM ",/article/3037226-is-the-boeing-787minus-9-really-going-to-help-air-france-klm-part-2,BA,Is The Boeing 787-9 Really Going To Help Air France-KLM? (Part 2),Long
 Minion Capital," Mar. 30, 2015, 3:09 AM ",/article/3037156-mind-cti-solid-fundamentals-in-an-industry-with-great-tailwinds-and-shareholder-friendly-policies,MNDO,Mind CTI - Solid Fundamentals In An Industry With Great Tailwinds And Shareholder-Friendly Policies,Long
 Dan Carman," Mar. 30, 2015, 2:45 AM ",/article/3037106-civeo-a-relatively-unpopular-company-that-i-am-adding-to-my-portfolio,CVEO,Civeo: A Relatively Unpopular Company That I Am Adding To My Portfolio,Long
 Willow Street Investments," Mar. 30, 2015, 2:11 AM ",/article/3037036-dupont-under-pressure-to-break-up-into-more-pieces,DWDP,DuPont: Under Pressure To Break Up Into More Pieces?,Long
" Brian Gilmartin, CFA"," Mar. 30, 2015, 1:24 AM ",/article/3036966-ford-and-gm-short-term-overbought-but-longer-term-still-at-big-discount-to-intrinsic-value,"F, GM","Ford And GM: Short-Term Overbought, But Longer-Term Still At Big Discount To Intrinsic Value",Long
 Simple Investment Ideas," Mar. 29, 2015, 8:09 PM ",/article/3036806-lockheed-martin-increasing-presence-in-the-promising-cybersecurity-sector,LMT,Lockheed Martin: Increasing Presence In The Promising Cybersecurity Sector,Long
 Achilles Research," Mar. 29, 2015, 5:33 PM ",/article/3036746-general-electric-fair-value-of-38-plus-and-dividend-yield-approaching-4-percent-make-an-investment-in-ge-a-no-brainer,GE,General Electric: Fair Value Of $38+ And Dividend Yield Approaching 4% Make An Investment In GE A No-Brainer,Long
 The Socially Responsible Investor," Mar. 29, 2015, 5:11 PM ",/article/3036716-starbucks-social-responsibility-strength-may-surprise-you,SBUX,Starbucks' Social Responsibility Strength May Surprise You,Long
 Nicholas Ward," Mar. 29, 2015, 5:07 PM ",/article/3036696-dont-over-think-it-buy-microsoft,MSFT,Don't Over Think It: Buy Microsoft,Long
 Brian Nichols," Mar. 29, 2015, 5:04 PM ",/article/3035536-did-blackberrys-profit-come-at-too-high-of-a-cost,BB,Did BlackBerry's Profit Come At Too High Of A Cost?,Long
" Mar. 29, 2015, 5:01 PM ", FB,/article/3035526-facebook-f8-wrap-up-bullish-on-messenger-and-oculus,Editors' Pick ,Facebook F8 Wrap-Up: Bullish On Messenger And Oculus,Long
 Brian Nichols," Mar. 29, 2015, 4:55 PM ",/article/3035516-is-yahoo-a-better-investment-than-alibaba-right-now,AABA,Is Yahoo A Better Investment Than Alibaba Right Now?,Long
 Josh Arnold," Mar. 29, 2015, 4:52 PM ",/article/3035506-yahoo-spends-only-70-cents-to-retire-1-worth-of-shares,AABA,Yahoo! Spends Only 70 Cents To Retire $1 Worth Of Shares,Long
 Brian Nichols," Mar. 29, 2015, 4:48 PM ",/article/3035496-yahoo-should-avoid-the-temptation-to-buy-back-stock-right-now,AABA,Yahoo Should Avoid The Temptation To Buy Back Stock Right Now,Long
" Mar. 29, 2015, 1:14 PM ", AAPL,/article/3036506-new-apple-tv-ask-why-not-when,Editors' Pick ,"New Apple TV? Ask Why, Not When",Long
 Dhierin Bechai," Mar. 29, 2015, 10:52 AM ",/article/3036426-is-the-boeing-787minus-9-really-going-to-help-air-france-klm-part-1,BA,Is The Boeing 787-9 Really Going To Help Air France-KLM? (Part 1),Long
 Orange Peel Investments," Mar. 29, 2015, 10:50 AM ",/article/3036416-sandisk-will-be-just-fine,WDC,SanDisk Will Be Just Fine,Long
 Simple Investment Ideas," Mar. 29, 2015, 10:45 AM ",/article/3036396-first-solar-increasing-downstream-commitment,FSLR,First Solar: Increasing Downstream Commitment,Long
 Daniel Jones," Mar. 29, 2015, 10:04 AM ",/article/3035336-dollar-general-vs-dollar-tree-which-gives-investors-more-bang-for-their-buck,DG,Dollar General Vs. Dollar Tree: Which Gives Investors More Bang For Their Buck?,Long
 Daniel Jones," Mar. 29, 2015, 8:54 AM ",/article/3035266-kb-home-has-a-lot-to-offer-prospective-investors,KBH,KB Home Has A Lot To Offer Prospective Investors,Long
 I Know First Research," Mar. 29, 2015, 7:27 AM ",/article/3036236-why-xilinx-is-a-great-value-stock,XLNX,Why Xilinx Is A Great Value Stock,Long
 The Defensive Investor," Mar. 29, 2015, 5:55 AM ",/article/3036076-paragon-offshore-looking-at-both-sides,PGNPQ,Paragon Offshore: Looking At Both Sides,Long
 AH Research," Mar. 29, 2015, 5:08 AM ",/article/3035986-gap-remains-an-attractive-stock-with-solid-growth-potential-and-record-of-rewarding-investors,GPS,Gap Remains An Attractive Stock With Solid Growth Potential And Record Of Rewarding Investors,Long
 Willow Street Investments," Mar. 29, 2015, 4:58 AM ",/article/3035946-dow-chemical-a-buy-as-transformation-accelerates,DWDP,Dow Chemical: A Buy As Transformation Accelerates,Long
 Motek Moyen," Mar. 29, 2015, 4:39 AM ",/article/3035916-microsoft-cheap-windows-hybrid-tablets-notebooks-can-equalize-the-threat-of-chromebooks,MSFT,Microsoft: Cheap Windows Hybrid Tablets/Notebooks Can Equalize The Threat Of Chromebooks,Long
 Dallas Salazar," Mar. 29, 2015, 4:20 AM ",/article/3035886-adaptive-medias-taking-momentum-into-2015,ADTM,Adaptive Medias: Taking Momentum Into 2015,Long
 Equity Watch," Mar. 29, 2015, 4:16 AM ",/article/3035876-healthy-earnings-growth-expectations-secure-a-bullish-thesis-for-dollar-general,DG,Healthy Earnings Growth Expectations Secure A Bullish Thesis For Dollar General,Long
 Quantified Alpha," Mar. 29, 2015, 1:24 AM ",/article/3035626-why-travelers-will-outperform-value-momentum-and-industry-tailwinds,TRV,"Why Travelers Will Outperform: Value, Momentum, And Industry Tailwinds",Long
 Michael Blair," Mar. 28, 2015, 8:24 PM ",/article/3034936-blackberry-no-major-surprises-but-turnaround-will-take-time,BB,BlackBerry: No Major Surprises But Turnaround Will Take Time,Long
 Anup Singh," Mar. 28, 2015, 5:50 PM ",/article/3034766-yingli-green-energy-down-but-not-out,YGE,"Yingli Green Energy: Down, But Not Out",Long
 Brian Nichols," Mar. 28, 2015, 5:34 PM ",/article/3034746-rite-aid-is-likely-to-be-acquired-just-not-by-kroger,RAD,"Rite Aid Is Likely To Be Acquired, Just Not By Kroger",Long
 Amal Singh," Mar. 28, 2015, 5:20 PM ",/article/3034706-why-capstone-turbines-weakness-looks-like-an-opportunity-in-disguise,CPST,Why Capstone Turbine's Weakness Looks Like An Opportunity In Disguise,Long
 Sean Chandler," Mar. 28, 2015, 5:15 PM ",/article/3035556-amd-downgraded-for-good-reason-should-you-act,AMD,"AMD: Downgraded For Good Reason, Should You Act?",Long
 Gary Bourgeault," Mar. 28, 2015, 5:09 PM ",/article/3035546-why-apples-slow-response-to-disruptive-streaming-music-market-matters,AAPL,Why Apple's Slow Response To Disruptive Streaming Music Market Matters,Long
 Brian Wu," Mar. 28, 2015, 4:44 PM ",/article/3034626-why-ulta-salon-remains-the-finest-pick-in-the-cosmetics-space,ULTA,Why Ulta Salon Remains The Finest Pick In The Cosmetics Space,Long
 Amal Singh," Mar. 28, 2015, 4:39 PM ",/article/3034596-favorable-shale-oil-economics-and-oil-market-dynamics-make-abraxas-petroleum-a-buy,AXAS,Favorable Shale Oil Economics And Oil Market Dynamics Make Abraxas Petroleum A Buy,Long
 Dana Blankenhorn," Mar. 28, 2015, 3:35 PM ",/article/3034506-salesforce-makes-political-but-not-yet-economic-statement-over-indiana,CRM,"Salesforce Makes Political, But Not Yet Economic, Statement Over Indiana",Long
 Stone Fox Capital," Mar. 28, 2015, 3:22 PM ",/article/3034466-seadrill-plan-playing-out-provides-major-long-term-catalyst,SDRL,SeaDrill: Plan Playing Out Provides Major Long-Term Catalyst,Long
 Renu Singh," Mar. 28, 2015, 1:10 PM ",/article/3034106-why-waste-management-can-break-beyond-its-52-week-high,WM,Why Waste Management Can Break Beyond Its 52-Week High,Long
 Brian Nichols," Mar. 28, 2015, 12:33 PM ",/article/3034006-dollar-tree-and-family-dollar-its-best-to-buy-hold-then-forget,"DLTR, FDO","Dollar Tree And Family Dollar: It's Best To Buy, Hold, Then Forget",Long
 Dana Blankenhorn," Mar. 28, 2015, 12:22 PM ",/article/3033976-american-apparel-stock-crashing-due-to-troubles-with-charney,APPCQ,American Apparel Stock Crashing Due To Troubles With Charney,Long
 Brian Nichols," Mar. 28, 2015, 12:16 PM ",/article/3033946-restoration-hardware-7-reasons-investors-should-look-beyond-2015-guidance,RH,Restoration Hardware: 7 Reasons Investors Should Look Beyond 2015 Guidance,Long
 Stone Fox Capital," Mar. 28, 2015, 12:14 PM ",/article/3033926-yelp-has-a-solution-to-the-google-problem,YELP,Yelp Has A Solution To The Google Problem,Long
 Vince Martin," Mar. 28, 2015, 12:06 PM ",/article/3033876-gamestop-a-buy-after-disappointing-earnings,GME,GameStop A Buy After 'Disappointing' Earnings,Long
 Simple Investment Ideas," Mar. 28, 2015, 11:53 AM ",/article/3035386-yingli-bright-outlook-despite-disappointing-quarter,YGE,Yingli: Bright Outlook Despite Disappointing Quarter,Long
 Motek Moyen," Mar. 28, 2015, 11:46 AM ",/article/3035376-its-high-time-for-a-high-end-apple-tv,AAPL,It's High Time For A High-End Apple TV,Long
 Aaron Faulkner," Mar. 28, 2015, 11:41 AM ",/article/3033756-neonodes-lucrative-autoliv-deal-putting-doubt-to-rest,NEON,Neonode's Lucrative Autoliv Deal Putting Doubt To Rest,Long
 Harsh Singh Chauhan," Mar. 28, 2015, 11:40 AM ",/article/3033786-why-a-beaten-down-fuelcell-energy-can-be-a-good-investment,FCEL,Why A Beaten Down FuelCell Energy Can Be A Good Investment,Long
 Anup Singh," Mar. 28, 2015, 11:31 AM ",/article/3033766-why-ja-solar-should-be-able-to-sustain-its-newfound-momentum,JASO,Why JA Solar Should Be Able To Sustain Its Newfound Momentum,Long
 The Value Portfolio," Mar. 28, 2015, 11:13 AM ",/article/3033736-seadrill-lots-of-debt-but-there-is-still-hope,SDRL,Seadrill - Lots Of Debt But There Is Still Hope,Long
 Anup Singh," Mar. 28, 2015, 11:04 AM ",/article/3033706-why-standard-pacific-is-still-a-good-bet-at-its-52-week-high,CAA,Why Standard Pacific Is Still A Good Bet At Its 52-Week High,Long
 Christopher De Sousa," Mar. 28, 2015, 10:26 AM ",/article/3033576-argonaut-gold-fights-off-the-decline-in-gold,ARNGF,Argonaut Gold Fights Off The Decline In Gold,Long
 Helix Investment Research," Mar. 28, 2015, 9:41 AM ",/article/3033496-healthequity-raising-price-target-after-a-banner-year-more-upside-to-come-as-health-reform-continues,HQY,"HealthEquity: Raising Price Target After A Banner Year, More Upside To Come As Health Reform Continues",Long
 Heisenberg View," Mar. 28, 2015, 9:24 AM ",/article/3033456-entertainment-one-listen-to-your-children-buy-peppa-pig,ENTMF,"Entertainment One: Listen To Your Children, Buy Peppa Pig",Long
 The Critical Investor," Mar. 28, 2015, 9:14 AM ",/article/3033396-red-eagle-mining-is-shifting-gears-after-permitting-debt-financing-is-arranged-very-quickly,RDEMF,"Red Eagle Mining Is Shifting Gears: After Permitting, Debt Financing Is Arranged Very Quickly",Long
 Inscrutable," Mar. 28, 2015, 7:40 AM ",/article/3033236-mma-capital-management-nav-suggests-shares-have-100minus-150-percent-upside,MMAC,MMA Capital Management: NAV Suggests Shares Have 100-150% Upside,Long
 Alexander Valtsev," Mar. 28, 2015, 4:14 AM ",/article/3032986-freeport-mcmoran-the-market-is-clearly-mistaken-about-this-one-a-textbook-case,FCX,Freeport-McMoRan: The Market Is Clearly Mistaken About This One... A Textbook Case,Long
" Mar. 28, 2015, 2:52 AM ", MODVF,/article/3035086-why-i-think-melcor-developments-is-a-buy,Editors' Pick ,Why I Think Melcor Developments Is A Buy,Long
 Daniel Jones," Mar. 28, 2015, 1:31 AM ",/article/3032746-dunkin-brands-group-should-part-ways-with-baskin-robbins,DNKN,Dunkin' Brands Group Should Part Ways With Baskin-Robbins,Long
 Daniel Jones," Mar. 27, 2015, 11:15 PM ",/article/3032636-j-c-penney-looks-to-be-almost-out-of-the-woods,JCP,J.C. Penney Looks To Be Almost Out Of The Woods,Long
 Daniel Jones," Mar. 27, 2015, 10:52 PM ",/article/3032576-disneys-a-great-stock-for-the-right-investors,DIS,Disney's A Great Stock... For The Right Investors,Long
 Individual Trader," Mar. 27, 2015, 9:36 PM ",/article/3032486-american-express-down-14-percent-year-to-date-but-were-staying-long,AXP,"American Express Down 14% Year To Date, But We're Staying Long",Long
 Stock Gazer," Mar. 27, 2015, 9:30 PM ",/article/3034976-go-long-in-charles-schwab,SCHW,Go Long In Charles Schwab,Long
 Dhierin Bechai," Mar. 27, 2015, 6:03 PM ",/article/3034796-very-large-aircraft-market-analysis-why-mini-jumbos-are-closing-in-on-superjumbos-part-4,BA,Very Large Aircraft Market Analysis: Why Mini-Jumbos Are Closing In On Superjumbos (Part 4),Long
 Steven Mallas," Mar. 27, 2015, 5:47 PM ",/article/3034756-gene-simmons-to-help-wwe-scare-up-revenues-for-its-movie-business,WWE,Gene Simmons To Help WWE Scare Up Revenues For Its Movie Business,Long
 Dorien Xia," Mar. 27, 2015, 5:28 PM ",/article/3034736-diamond-offshore-and-competitors-offshore-drilling-analysis,DO,"Diamond Offshore & Competitors, Offshore Drilling Analysis",Long
 The Value Portfolio," Mar. 27, 2015, 5:15 PM ",/article/3031966-schlumberger-one-of-the-best-current-oil-plays,SLB,Schlumberger - One Of The Best Current Oil Plays,Long
 Trefis," Mar. 27, 2015, 5:13 PM ",/article/3034686-heres-why-we-think-zyngas-gross-margin-could-decline-in-the-future,ZNGA,Here's Why We Think Zynga's Gross Margin Could Decline In The Future,Long
 Trefis," Mar. 27, 2015, 5:08 PM ",/article/3034666-here-are-some-key-triggers-for-groupons-stock,GRPN,Here Are Some Key Triggers For Groupon's Stock,Long
 Stone Fox Capital," Mar. 27, 2015, 4:57 PM ",/article/3031886-potbelly-rebound-potential,PBPB,Potbelly: Rebound Potential,Long
 Zacks Investment Research," Mar. 27, 2015, 4:12 PM ",/article/3034556-zacks-bull-of-the-day-multi-color,LABL,Zacks' Bull Of The Day: Multi-Color,Long
 BioNap," Mar. 27, 2015, 3:47 PM ",/article/3034526-invivo-revolutionizing-spinal-cord-injury,NVIV,InVivo Revolutionizing Spinal Cord Injury,Long
 Quad 7 Capital," Mar. 27, 2015, 3:44 PM ",/article/3034516-time-to-get-on-board-carnival,CCL,Time To Get On Board Carnival,Long
 Howard Jay Klein," Mar. 27, 2015, 3:42 PM ",/article/3031686-against-the-gloom-and-doom-were-sticking-to-our-70-call-on-las-vegas-sands,LVS,"Against The Gloom And Doom, We're Sticking To Our $70 Call On Las Vegas Sands",Long
 Lee Boy," Mar. 27, 2015, 3:20 PM ",/article/3034456-could-vivendi-become-the-french-bertelsmann-or-should-it-be-dismantled,VIVEF,Could Vivendi Become The French Bertelsmann Or Should It Be Dismantled?,Long
 Arthur Frentzel," Mar. 27, 2015, 2:51 PM ",/article/3034366-orion-energy-systems-a-rare-buying-opportunity-below-insider-cost,OESX,Orion Energy Systems: A Rare Buying Opportunity Below Insider Cost,Long
 Sarfaraz A. Khan," Mar. 27, 2015, 2:30 PM ",/article/3034336-franks-international-a-hidden-gem-in-the-oilfield-services-patch-is-on-sale,FI,Frank's International: A Hidden Gem In The Oilfield-Services Patch Is On Sale,Long
 Steve Evans," Mar. 27, 2015, 2:24 PM ",/article/3034326-lloyds-still-aiming-to-harness-alternative-reinsurance-capital-trend,LYG,Lloyd's Still Aiming To Harness Alternative Reinsurance Capital Trend,Long
" Edward Schneider, CFA"," Mar. 27, 2015, 2:16 PM ",/article/3034296-attunity-time-is-on-our-side-part-ii,ATTU,Attunity: Time Is On Our Side (Part II),Long
 The Panoramic View," Mar. 27, 2015, 1:16 PM ",/article/3031216-yandex-poised-to-benefit-if-google-leaves,YNDX,Yandex: Poised To Benefit If Google Leaves,Long
 SomaBull," Mar. 27, 2015, 12:55 PM ",/article/3031146-what-will-iamgold-do-with-its-war-chest-of-cash,IAG,What Will Iamgold Do With Its War Chest Of Cash?,Long
 Gold Mining Bull," Mar. 27, 2015, 12:44 PM ",/article/3031106-is-lake-shore-gold-a-buy-following-q4-results,LSG,Is Lake Shore Gold A Buy Following Q4 Results?,Long
 Paolo Gorgo," Mar. 27, 2015, 12:41 PM ",/article/3031096-immersion-post-htc-settlement-why-no-increased-guidance,IMMR,Immersion Post-HTC Settlement: Why No Increased Guidance?,Long
 BAM Investments," Mar. 27, 2015, 12:38 PM ",/article/3031076-lowes-growth-without-foreign-currency-headwinds,LOW,Lowe's: Growth Without Foreign Currency Headwinds,Long
 Gold Mining Bull," Mar. 27, 2015, 12:26 PM ",/article/3031036-franco-nevada-remains-a-buy-following-q4-results,FNV,Franco-Nevada Remains A Buy Following Q4 Results,Long
 Trade Under Ten," Mar. 27, 2015, 12:16 PM ",/article/3033936-profire-energy-an-undervalued-opportunity,PFIE,Profire Energy: An Undervalued Opportunity,Long
 WestEnd511," Mar. 27, 2015, 12:04 PM ",/article/3031006-coolpad-still-a-believer,CHWTY,Coolpad: Still A Believer,Long
 Quad 7 Capital," Mar. 27, 2015, 12:02 PM ",/article/3033856-what-hecla-minings-acquisitions-means-for-you,HL,What Hecla Mining's Acquisitions Means For You,Long
 Fun Trading," Mar. 27, 2015, 12:01 PM ",/article/3033846-pretium-resources-receives-the-british-columbia-environmental-assessment-approval-for-the-brucejack-project,PVG,Pretium Resources Receives The British Columbia Environmental Assessment Approval For The Brucejack Project,Long
" Mar. 27, 2015, 11:52 AM "," PXD, RSPP",/article/3033816-u-s-shale-trends-indicated-by-production-prowess-of-pioneer-and-rsp-permian,Editors' Pick ,U.S. Shale Trends Indicated By Production Prowess Of Pioneer And RSP Permian,Long
 Individual Trader," Mar. 27, 2015, 11:08 AM ",/article/3030776-now-is-the-time-to-buy-chevron,CVX,Now Is The Time To Buy Chevron,Long
 Alex Pitti," Mar. 27, 2015, 10:57 AM ",/article/3030726-the-future-of-youtube-is-good-for-google,"GOOG, GOOGL",The Future Of YouTube Is Good For Google,Long
 Arie Goren," Mar. 27, 2015, 10:49 AM ",/article/3033666-micron-stock-a-buy-despite-rival-sandisks-lower-forecast,MU,Micron Stock A Buy Despite Rival SanDisk's Lower Forecast,Long
 Terry Chrisomalis," Mar. 27, 2015, 10:26 AM ",/article/3030606-ohr-pharmaceutical-undervalued-biotech-set-to-possibly-challenge-regenerons-eylea-drug,OHRP,Ohr Pharmaceutical: Undervalued Biotech Set To Possibly Challenge Regeneron's Eylea Drug,Long
 Kumquat Research," Mar. 27, 2015, 10:20 AM ",/article/3033566-sandisk-buy-on-the-drop,WDC,SanDisk: Buy On The Drop?,Long
 Bram de Haas," Mar. 27, 2015, 10:19 AM ",/article/3030576-11-points-a-somewhat-bearish-long-has-wrong-about-google,"GOOG, GOOGL",11 Points A Somewhat Bearish Long Has Wrong About Google,Long
 Alex Cho," Mar. 27, 2015, 10:05 AM ",/article/3033516-facebook-sells-ads-its-not-disruptive-in-payments-or-e-commerce,FB,Facebook Sells Ads: It's Not Disruptive In Payments Or E-Commerce,Long
 Stone Fox Capital," Mar. 27, 2015, 9:34 AM ",/article/3030426-twitter-livestreaming-app-provides-user-catalyst,TWTR,Twitter: Livestreaming App Provides User Catalyst,Long
 Daniel Jones," Mar. 27, 2015, 9:29 AM ",/article/3030406-value-investors-should-take-a-close-look-at-mattel,MAT,Value Investors Should Take A Close Look At Mattel,Long
 Daniel Jones," Mar. 27, 2015, 9:25 AM ",/article/3030396-bulls-have-a-strong-case-for-kansas-city-southern,KSU,Bulls Have A Strong Case For Kansas City Southern,Long
 I Know First Research," Mar. 27, 2015, 9:21 AM ",/article/3033436-is-intel-corporation-an-investing-opportunity,INTC,Is Intel Corporation An Investing Opportunity?,Long
 Stock Gazer," Mar. 27, 2015, 9:16 AM ",/article/3033416-why-you-should-go-long-medtronic,MDT,Why You Should Go Long Medtronic,Long
 Motek Moyen," Mar. 27, 2015, 9:15 AM ",/article/3033406-king-digital-still-enjoys-strong-revenue-streams-from-candy-crush-franchise,KING,King Digital Still Enjoys Strong Revenue Streams From Candy Crush Franchise,Long
 Simple Investment Ideas," Mar. 27, 2015, 9:07 AM ",/article/3033386-ekso-bionics-well-positioned-in-a-thriving-industry,EKSO,Ekso Bionics: Well-Positioned In A Thriving Industry,Long
 The Value Pendulum," Mar. 27, 2015, 8:29 AM ",/article/3030146-patriot-transportation-spin-off-uncovers-undervaluation-of-transportation-business,PATI,Patriot Transportation: Spin-Off Uncovers Undervaluation Of Transportation Business,Long
 Credit_master," Mar. 27, 2015, 8:02 AM ",/article/3033296-whiting-petroleum-balance-sheet-repaired-but-oil-needs-to-recover-in-2016,WLL,"Whiting Petroleum - Balance Sheet Repaired, But Oil Needs To Recover In 2016",Long
 Spencer Osborne," Mar. 27, 2015, 7:42 AM ",/article/3033246-orexigen-honeymoon-continues-with-european-approval-of-anti-obesity-drug,OREX,Orexigen - Honeymoon Continues With European Approval Of Anti-Obesity Drug,Long
 Daniel Jones," Mar. 27, 2015, 7:22 AM ",/article/3029946-long-term-investors-should-consider-fastenal,FAST,Long-Term Investors Should Consider Fastenal,Long
 Quantified Alpha," Mar. 27, 2015, 7:16 AM ",/article/3033156-travelcenters-of-america-a-story-of-value-growth-and-momentum,TA,"TravelCenters Of America: A Story Of Value, Growth, And Momentum",Long
 Daniel Jones," Mar. 27, 2015, 6:15 AM ",/article/3029836-why-walgreens-boots-alliance-should-buy-rite-aid,"RAD, WBA",Why Walgreens Boots Alliance Should Buy Rite Aid,Long
 BAM Investments," Mar. 27, 2015, 5:57 AM ",/article/3029796-harley-davidson-international-growth-outpacing-domestic-growth,HOG,Harley-Davidson - International Growth Outpacing Domestic Growth,Long
 Gold Mining Bull," Mar. 27, 2015, 5:14 AM ",/article/3029696-silvercorp-is-undervalued-profitable-and-buying-back-its-own-shares,SVM,"Silvercorp Is Undervalued, Profitable, And Buying Back Its Own Shares",Long
 Motek Moyen," Mar. 27, 2015, 3:42 AM ",/article/3032926-microsoft-the-china-mobile-backed-lenovo-windows-10-smartphone-could-be-a-future-tailwind,MSFT,Microsoft: The China Mobile-Backed Lenovo Windows 10 Smartphone Could Be A Future Tailwind,Long
 James Catlin," Mar. 27, 2015, 2:47 AM ",/article/3032876-5-reasons-to-consider-scorpio-tankers,STNG,5 Reasons To Consider Scorpio Tankers,Long
 AH Research," Mar. 27, 2015, 1:50 AM ",/article/3032806-focus-on-growth-earns-macys-a-buy-rating,M,Focus On Growth Earns Macy's A Buy Rating,Long
